prompt,response,originality,elaboration
paperclip,button pants,2,
paperclip,spoon stir coffee,3,
paperclip,paper jam fixer,2,
paperclip,holding plants staked,2.5,
paperclip,raise table leg,2.5,
paperclip,making holes thin paperplastic,2,
paperclip,microsoft office symbol,2,
paperclip,make laptop holder,3,
paperclip,push sim card phone,2,
paperclip,bicycle spoke protector,3,
paperclip,corkscrew,3,
paperclip,keep pencils together,1,
paperclip,scratch phone,2.5,
paperclip,unlock door,2,
paperclip,chips in card game,2.5,
paperclip,open fish take degrees,3,
paperclip,nice shape folding,2,
paperclip,straighten,2,
paperclip,canhang,1,
paperclip,wrap around charger make sturdier,2.5,
paperclip,tiara,3,
paperclip,identify electrical wiring,3,
paperclip,hold plant,2.5,
paperclip,cable clip,2,
paperclip,wire remove place inaccessible fingers,3,
paperclip,hair accessories,2,
paperclip,stick cake batter conclude cake ready yet,3.3,
paperclip,could symbol certain faith group,3,
paperclip,binderclosing,1,
paperclip,zipper stopper,3,
paperclip,thread guide sewing,2.5,
paperclip,close curtain,2.5,
paperclip,pictures framer,2,
paperclip,desk toy,2,
paperclip,paper clip mosaic,3,
paperclip,pliers,2.5,
paperclip,demolish,2.5,
paperclip,roll up pants,2.5,
paperclip,keychain addition,2,
paperclip,office game,2,
paperclip,art sculpture,2.5,
paperclip,open back phone,2.5,
paperclip,put stage spotlight say modern art,3.3,
paperclip,stirring liquids,3,
paperclip,booklet,2,
paperclip,emergency handcuff key,2.5,
paperclip,attach blouse,1,
paperclip,could make music,3,
paperclip,distort,2,
paperclip,clean ears,2.5,
paperclip,push open door,2,
paperclip,zip tie substitute,2.5,
paperclip,bag charm,2.5,
paperclip,weight for paper airplane,2.5,
paperclip,make rope,2.5,
paperclip,make completely long therefore thin iron wire remove dust phone,3,
paperclip,paperpunching,2,
paperclip,napkin ring,3,
paperclip,put together wear clothing,2,
paperclip,hang,1,
paperclip,eyeglasses repair,2.5,
paperclip,clean nail,2,
paperclip,attaching weed bags,2,
paperclip,opening doors,2,
paperclip,hole punch,2,
paperclip,social experiment,3,
paperclip,check if cake is baked,3.3,
paperclip,coathanger,2.5,
paperclip,spool holder,2.5,
paperclip,hanging picture,2,
paperclip,join two leaves together,2,
paperclip,attach painting nail wall sticking clip back painting,3,
paperclip,engrave,2.5,
paperclip,bread bags closer,2,
paperclip,fasten dress properly,2,
paperclip,battery longer makes good contact device  placed  reduces current,3,
paperclip,door stopper,2.5,
paperclip,trail to find way back,3,
paperclip,topography test,3,
paperclip,adjusting seat belts,2.5,
paperclip,many hang together form chain,2,
paperclip,computer part identifier,3,
paperclip,clothing repair,2,
paperclip,typing aid,2.5,
paperclip,clip together papers,1,
paperclip,phone cable organizer,2.5,
paperclip,camera identifier,3,
paperclip,jewelry component,2,
paperclip,tie shoe laces,2.5,
paperclip,gasket makeshift,3,
paperclip,bookmark divider,2,
paperclip,uncorking wine bottle,3,
paperclip,paper airplane weight,2.5,
paperclip,creating paper sculptures,2.5,
paperclip,cable label holder,2.5,
paperclip,repair broken eyeglasses,2,
paperclip,counting competition,3,
paperclip,clothes hanger,2,
paperclip,clean inside phone,2.5,
paperclip,bead threader,2.5,
paperclip,needle sewing,2,
paperclip,bending iron wire open locks,2,
paperclip,bulletin board pin,2,
paperclip,bind paper,1,
paperclip,securing wires,1,
paperclip,diary lock,2.5,
paperclip,pencil topper,2.5,
paperclip,iron,2,
paperclip,drawing painting,2,
paperclip,keep scarf together,2,
paperclip,hold pages book,1,
paperclip,put microwave create electric shock,3,
paperclip,shoe lace organizer,2.5,
paperclip,hang photo line,2,
paperclip,grab pliers,2.5,
paperclip,lot bend might able recreate object,3,
paperclip,handcuff,2,
paperclip,tabs folder,2,
paperclip,shim,2.5,
paperclip,pawn board game,3,
paperclip,keep plants place,2.5,
paperclip,close clothes,1,
paperclip,puzzling games,2.5,
paperclip,pop balloons,2.5,
paperclip,cleaning  holes phonelaptop,2.5,
paperclip,unmuting microphone,3,
paperclip,fish line untangler,3,
paperclip,hair slider pin,2,
paperclip,clothing accessory,2,
paperclip,cable holder,2.5,
paperclip,cord holder,2,
paperclip,mini pendant,2.5,
paperclip,bends,1,
paperclip,wire hanger,2.5,
paperclip,make figures cookie dough,3.3,
paperclip,collect paper,1,
paperclip,envelope opener,2,
paperclip,unearth splinters,2.5,
paperclip,plant stick,3,
paperclip,gardening tool,3,
paperclip,hanging pictures,2,
paperclip,wire stripper,2.5,
paperclip,weapons,2,
paperclip,close bag,2,
paperclip,payment method,2,
paperclip,remove dirt phone,2.5,
paperclip,securing sheet music piano bend fall,3,
paperclip,writing letters,1,
paperclip,cleaning grooves,2.5,
paperclip,art project material,2,
paperclip,throw away,1,
paperclip,unlocking phones,2.5,
paperclip,attach two flat surfaces together,1,
paperclip,pen cap,2,
paperclip,finger extension,2.5,
paperclip,chain,1,
paperclip,delicatessen skewer,3,
paperclip,circuit board bend aid,3,
paperclip,bag tag,2,
paperclip,fishnet mend,2.5,
paperclip,earring hook,2.5,
paperclip,screwdriver small screws,2.5,
paperclip,split ring,2,
paperclip,fork replacement,3,
paperclip,tool extension,2,
paperclip,furniture,3,
paperclip,repairing eyeglasses,2,
paperclip,charger holder,3,
paperclip,measuring stick,3,
paperclip,scratch dry skin,2.5,
paperclip,open phone sim card slot,2.5,
paperclip,writing secret messages,2,
paperclip,paint and chain,2.5,
paperclip,tinker robots,3,
paperclip,collect,1,
paperclip,shirt collar stay,2.5,
paperclip,fasten loose screws,2.5,
paperclip,remove dirt nails keyboard,2,
paperclip,stitch marker,2.5,
paperclip,open locks,2,
paperclip,circuit breaker,3,
paperclip,ring puller,2.5,
paperclip,organizing cords cables,2,
paperclip,fix zippers,2,
paperclip,open beer bottle,2.5,
paperclip,bundling paper,1,
paperclip,collecting,2,
paperclip,paper folding,2,
paperclip,scratch name,2,
paperclip,take tests,2,
paperclip,draw on skin,2,
paperclip,unclog salt shaker,3,
paperclip,refrigerator magnet,2.5,
paperclip,repairing electronic devices,2.5,
paperclip,cleaning phone charger port,2.5,
paperclip,paper clip art,2,
paperclip,sidewalk chalk,3.3,
paperclip,start trading game,2.5,
paperclip,scratching itch,2,
paperclip,small object retrieval tool,2.5,
paperclip,shopping cart token,3,
paperclip,open tight jars,2.5,
paperclip,stressreliever,2.5,
paperclip,remove chip phone,2.5,
paperclip,testing light switches,3,
paperclip,remove sim card mobile phone,2,
paperclip,wear earrings,2,
paperclip,ripping paper,2,
paperclip,zipping zippers,2,
paperclip,making earrings,2,
paperclip,fix zipper tent breaks festival,2.5,
paperclip,note fridge,2,
paperclip,lip piercing,2.5,
paperclip,unlocking doors,2,
paperclip,organizing wires cords,2,
paperclip,tie wires together,2,
paperclip,office supplies,1,
paperclip,cracking lock,2,
paperclip,writing message,2,
paperclip,earrings for plants,3.3,
paperclip,bottle cap lifter,2.5,
paperclip,make small hooks,2,
paperclip,cauterize wound,3,
paperclip,hang paper,1,
paperclip,hold christmas lights,2.5,
paperclip,remove dust keyboard,2,
paperclip,bun holder,3,
paperclip,plant markers,3,
paperclip,attach plant stick grows straight,3.3,
paperclip,collect money together,2,
paperclip,tidy clothes,2,
paperclip,shoe lace tightener,2.5,
paperclip,keep zipper closed,2,
paperclip,play harp,3,
paperclip,repairing electronics,2,
paperclip,attach key hang belt,2,
paperclip,paper shredder guide,3,
paperclip,make pasta bracelet,3,
paperclip,braceletadjusting,2,
paperclip,gutter cleaners,3,
paperclip,miniature clothes hanger,2.5,
paperclip,keep money together,1,
paperclip,reset circuit breaker,3,
paperclip,attach fitness mats,3,
paperclip,write ink,2,
paperclip,making bookmark,2,
paperclip,beadwork,2.5,
paperclip,scraper small spaces,2.5,
paperclip,sewing needle,2.5,
paperclip,ring bell,2.5,
paperclip,make kind work art bending paper clips certain figure,2,
paperclip,cleaning nails,2,
paperclip,stirring bar,2.5,
paperclip,cable tidy,2.5,
paperclip,tool remove phone card old iphone,2.5,
paperclip,hook multiple keys,2,
paperclip,prevent zip from opening,2,
paperclip,save,1,
paperclip,secure hair clip,2,
paperclip,hide camera laptop,3,
paperclip,guitar string tuning,3,
paperclip,separate paper,1,
paperclip,twist tie,2,
paperclip,repairing broken wire,2,
paperclip,straightening wrinkles,2,
paperclip,close bag chips,2,
paperclip,puncture,2,
paperclip,untraceable,2.5,
paperclip,pressing reset button,3,
paperclip,hold together documents,1,
paperclip,hang picture,2,
paperclip,tying two together,1,
paperclip,dip in ink and write,3,
paperclip,attach two socks together pair,2.5,
paperclip,make long  thin metal rod,2,
paperclip,toolextension,2.5,
paperclip,curtain made paper clips,3,
paperclip,makeshift bread tag keep bread fresh,3,
paperclip,get crack  example charging hole phone,3,
paperclip,ice cube tray divider,3,
paperclip,insert sim card,2.5,
paperclip,paper folding aid,2.5,
paperclip,tightening garments,2.5,
paperclip,hang chain,2,
paperclip,crafting art,2,
paperclip,communication device,3,
paperclip,craft quilling art,2.5,
paperclip,diycrafting,2,
paperclip,tool see magnetic,2,
paperclip,poke eye,2,
paperclip,close bread bag,2,
paperclip,reset tool,2.5,
paperclip,chopstick,3,
paperclip,temporary earring,2,
paperclip,stress relief,2.5,
paperclip,make outline,2,
paperclip,resetbuttonpusher,3,
paperclip,wasp trap,3,
paperclip,eye glass cleaner,2.5,
paperclip,clothespin art,2.5,
paperclip,removing dirt keyboard,2.5,
paperclip,unbuckling seatbelts,2.5,
paperclip,campfire starter,3,
paperclip,string beads around,2.5,
paperclip,craft decoration,2,
paperclip,make circles,2,
paperclip,replace lost eyeglasses nose pads,3,
paperclip,keep closed,1,
paperclip,paint mixer,3,
paperclip,wand,3,
paperclip,poke holes paper,1,
paperclip,redirect,2,
paperclip,loosen phone case,2.5,
paperclip,thumb drive holder,3,
paperclip,eyeglasses nosepad fixer,2.5,
paperclip,clear ropes,2.5,
paperclip,press button without touching in corona,3,
paperclip,put pocket,1,
paperclip,bend,1,
paperclip,key guard,2.5,
paperclip,mostlyunused,1,
paperclip,container,2,
paperclip,attach leaves together,2,
paperclip,scratch door,2.5,
paperclip,tape dispenser,3,
paperclip,convert hook,2,
paperclip,apply eyeliner,3,
paperclip,tying different papers together,1,
paperclip,open slightly tip paper clip,1,
paperclip,picture frame security,2.5,
paperclip,paperscrolling,1,
paperclip,hairaccessory,2,
paperclip,metal,1,
paperclip,open smartphone stand,3,
paperclip,room decoration,2,
paperclip,string together,1,
paperclip,attaching papers,1,
paperclip,plant propagator,3.3,
paperclip,tie hair elastic,2.5,
paperclip,keyretrieval,2,
paperclip,paperfolding,2,
paperclip,make pendant,2,
paperclip,make name tags,2,
paperclip,closing loose buttons,2,
paperclip,bending straight pins,2,
paperclip,connect cords,2,
paperclip,fidget tool,2,
paperclip,remove string sweater,2,
paperclip,loom shuttle,3,
paperclip,plant stake,3,
paperclip,magnetic sliding knot,3,
paperclip,dirt charging hole phone scraper,3,
paperclip,gym locker lock,2.5,
paperclip,turn on phone,3,
paperclip,for break in,2,
paperclip,textured clay,3.3,
paperclip,hair clip,2,
paperclip,hang string sling,2.5,
paperclip,tightening screws,2.5,
paperclip,open door key,2,
paperclip,scratching itchy back,2.5,
paperclip,twist apart scraper dirt,2.5,
paperclip,holding fabric sewing,2,
paperclip,fake brace,2.5,
paperclip,surface magnet,2.5,
paperclip,key chain link,2,
paperclip,straight part mini ruler,3,
paperclip,camera tripod stabilizer,3.3,
paperclip,pretend nose ring,2.5,
paperclip,opening stuck doors,2,
paperclip,halfway marker,2.5,
paperclip,putting handcuffs,2,
paperclip,break pieces,2,
paperclip,cabletie,2.5,
paperclip,paper binding,1,
paperclip,lego figures clothing,3,
paperclip,nose piercing,2,
paperclip,scissor handle,3,
paperclip,hold paper clips together,1,
paperclip,locks open,2,
paperclip,batteries conduct electricity,3,
paperclip,invention,2,
paperclip,holder,1,
paperclip,hand clock,3,
paperclip,small cable organizer,2.5,
paperclip,securing cables,2,
paperclip,tighten pants,3,
paperclip,curtain rod,3,
paperclip,melt to create fake money,3,
paperclip,spring game  press flies away,3,
paperclip,dip ink pen,2.5,
paperclip,wind chime,3,
paperclip,create shapes,2,
paperclip,play with cat,3,
paperclip,starting campfires,3,
paperclip,desk organizer,2,
paperclip,makeshift lockpick,2.5,
paperclip,wire clothes hanger,2.5,
paperclip,secure loose cables,2,
paperclip,food bag sealer,2,
paperclip,pin cushion,2.5,
paperclip,eyeglassrepairing,2.5,
paperclip,replace car antenna broken,3,
paperclip,earing,2,
paperclip,fastener,1,
paperclip,light switch flicker,3,
paperclip,write  dip ink,3,
paperclip,fish lure,3,
paperclip,tooth picker,2,
paperclip,wear earring,2,
paperclip,phone headphone jack cleaner,3,
paperclip,mini clothespin,2,
paperclip,paper plane,3,
paperclip,bookmarking pages,1,
paperclip,new hair accessory,2.5,
paperclip,homework,1,
paperclip,notepod,2,
paperclip,pick fallen items,2,
paperclip,securing cords,1,
paperclip,zipper stop,3,
paperclip,hold headphones together,2,
paperclip,scratch object,2,
paperclip,stick notebook decoration,2,
paperclip,jewellery,2,
paperclip,make figure,2,
paperclip,magnet anchor,3,
paperclip,joke,2,
paperclip,threadeye,2.5,
paperclip,robot arm,3,
paperclip,reach unreachable areas ,2,
paperclip,button hole maker,2.5,
paperclip,keep earplugs together orderly manner,3,
paperclip,open jam jars,2.5,
paperclip,earring backs,2.5,
paperclip,door handle grip cover,3,
paperclip,lice remover,3,
paperclip,arts  crafts,2,
paperclip,eyeglasses nose pad,3,
paperclip,zipper hanger,3,
paperclip,hang cards,1,
paperclip,data connector,2.5,
paperclip,fabric guard,3,
paperclip,science experiment,3,
paperclip,paper clip,1,
paperclip,picture frame clasp,2,
paperclip,plant pot,3.3,
paperclip,pin items boards,1,
paperclip,playing board games,2.5,
paperclip,stir coffee,3,
paperclip,pen cap catcher,2.5,
paperclip,putting clothes together,1,
paperclip,mobile,2,
paperclip,decoration shoes,2.5,
paperclip,circuit board jumper,3,
paperclip,hide bra straps,3,
paperclip,open doors,2,
paperclip,hose leak pincher,3,
paperclip,transform iron wire,2.5,
paperclip,memory,2,
paperclip,wedding ring,3,
paperclip,paper art,2,
paperclip,helicopter rescue device,3,
paperclip,itching,2,
paperclip,make necklace bracelet,2,
paperclip,bean in cake tradition,3.3,
paperclip,hide chip,3,
paperclip,keep cables together,2,
paperclip,paperrolling,2,
paperclip,tie cord jacket get cord back place,2.5,
paperclip,business card holder,2,
paperclip,phone grip,2.5,
paperclip,craft tool,2,
paperclip,hang nail,2,
paperclip,door knob grip,2.5,
paperclip,clothing items,2,
paperclip,draw,1,
paperclip,organizing keys,1,
paperclip,hold hair,2,
paperclip,get piercing,2,
paperclip,belt loop holder,2.5,
paperclip,miniature paint stirrer,3,
paperclip,pimple popping tool,3,
paperclip,scraping chewing gum,2.5,
paperclip,keep payment cards together,2,
paperclip,closure trousers,2,
paperclip,makeshift key ring,2,
paperclip,art project,2,
paperclip,poking people,2,
paperclip,tuning guitars,3,
paperclip,magnet,2,
paperclip,wire connector,2,
paperclip,game piece,2.5,
paperclip,circuitbreaker,3,
paperclip,throw at people,2,
paperclip,pin notes,1,
paperclip,marking page,1,
paperclip,scratch name on wall,2,
paperclip,thread sew,2,
paperclip,hide pan stew mini message  longer legible soaked,3.3,
paperclip,create images,2,
paperclip,conductor energy,3,
paperclip,keep fabric together,1,
paperclip,tying bag chips,2,
paperclip,play hide seekfind object,2.5,
paperclip,injure,2,
paperclip,toys child,2,
paperclip,ring holder,2.5,
paperclip,open door without key,2,
paperclip,pricking,2,
paperclip,keep paper sheets together,1,
paperclip,stirring tea,3,
paperclip,make holes in paper,2,
paperclip,crafting material,2,
paperclip,tie pin,2,
paperclip,keep diaper together,3,
paperclip,puncture blister,2,
paperclip,unfolded  might murder weapon,2.5,
paperclip,hold flowers place,2,
paperclip,pick,2,
paperclip,faced problem  creative,2,
paperclip,jewelry maker,2,
paperclip,paper mache balloon inflator,3.3,
paperclip,bend hook,1,
paperclip,clip microphone,3,
paperclip,tool handle,2.5,
paperclip,open sim card iphone,2,
paperclip,scratching windows,2.5,
paperclip,clear dust entrance mobile charger,3.3,
paperclip,rattle,2,
paperclip,mobile sculpture,3,
paperclip,earring holder,2.5,
paperclip,weights,2.5,
paperclip,hanging holiday ornaments,2.5,
paperclip,wire hook,2,
paperclip,boat anchor,3,
paperclip,make chain,1,
paperclip,drink garnish,3,
paperclip,shoe polish brush cleaner,3,
paperclip,lamp shade weight,3,
paperclip,photos paper clip attached rope,2,
paperclip,game token,2.5,
paperclip,keep pants up,2,
paperclip,instant fishhook,3,
paperclip,historical artifact,3,
paperclip,cableorganizer,2.5,
paperclip,massage,3,
paperclip,eyeglasses cleaner,2.5,
paperclip,needle sew,2,
paperclip,form wire shapes,2,
paperclip,marker clip,2,
paperclip,kill insect,2,
paperclip,lean,2,
paperclip,record ending perhaps,3,
paperclip,jewelry making,2,
paperclip,tie papers,1,
paperclip,keep folders together,1,
paperclip,zipperfixing,2.5,
paperclip,fishing lure hook,3,
paperclip,emergency screwdriver,2.5,
paperclip,put broken plant back upright branch,3,
paperclip,pacifier,3.3,
paperclip,peanut dispenser,3,
paperclip,camera strap release,3,
paperclip,books,1,
paperclip,heart,2,
paperclip,paper clips close household bags,2,
paperclip,create works art,2,
paperclip,musical instrument,3,
paperclip,connect papers,1,
paperclip,crafting tool,2,
paperclip,hang christmas cards,2,
paperclip,tentline,3,
paperclip,fish hook bait,2.5,
paperclip,rope tie enough together length width,2.5,
paperclip,clothespin,2,
paperclip,cuff link,2.5,
paperclip,making simple jewelry,2,
paperclip,skate doll,3,
paperclip,scratches surface,2,
paperclip,hook handkerchief,2.5,
paperclip,holding wires place,1,
paperclip,pipe cleaner,2.5,
paperclip,weight,2,
paperclip,cause short circuit computer,3,
paperclip,knot two strings,2,
paperclip,make scratch,2,
paperclip,bra underwire,3,
paperclip,clip top shows much skin,3,
paperclip,binding papers,1,
paperclip,attaching object paper,1,
paperclip,box,2,
paperclip,connect,1,
paperclip,attaching paper together,1,
paperclip,photo,2,
paperclip,attach face mask ear,2.5,
paperclip,paper curler,2,
paperclip,replacement hair clip,2.5,
paperclip,stand telephone,3,
paperclip,shirt button replacement,2.5,
paperclip,bend open locks,2,
paperclip,chip bag clip,2,
paperclip,open closed door,2,
paperclip,balance cupboard,3,
paperclip,address label,2,
paperclip,curtain rod holder,3,
paperclip,emergency hair tie,2.5,
paperclip,replace lost earring,2.5,
paperclip,substitute zipper,2.5,
paperclip,sticking toenails,3,
paperclip,holding hair,2,
paperclip,turn on device,3,
paperclip,stopper bags,2,
paperclip,playing music,3,
paperclip,wire bending,2,
paperclip,insert folders,1,
paperclip,notebooks,1,
paperclip,paint opener,2.5,
paperclip,bend skeleton mold clay around,3,
paperclip,shift key,2.5,
paperclip,open sim card cover,2.5,
paperclip,nail cleaning,2,
paperclip,quick fix zipper,2,
paperclip,candle holder,3,
paperclip,press reset button,3,
paperclip,cliff,3,
paperclip,fasten button,2,
paperclip,sculpting reshaping,2,
paperclip,emergency button,2.5,
paperclip,mini bb gun,3,
paperclip,make art,2,
paperclip,open bag,2,
paperclip,straightening nails,2,
paperclip,straightening collars wrinkled fabric,2,
paperclip,tie shoelace,2,
paperclip,fixing zippers,2,
paperclip,school bag,1,
paperclip,ruler marker,2.5,
paperclip,cutting paper,2,
paperclip,scrunchie,2.5,
paperclip,clipping wires together,2,
paperclip,file folder tabs,1,
paperclip,sim card remover,2.5,
paperclip,tie face mask,3,
paperclip,guitar string winder,3,
paperclip,make whole series paper clips hang photos,3,
paperclip,elastic band hair,2.5,
paperclip,bundling papers together,1,
paperclip,key hanger,2,
paperclip,sunglasses cord,3,
paperclip,hole puncher,2,
paperclip,earring back,2.5,
paperclip,keeping torn clothes together,2,
paperclip,electronic repairs,2.5,
paperclip,eyeglass repair tool,2.5,
paperclip,building bridge,3,
paperclip,computerrepairing,2.5,
paperclip,office,1,
paperclip,coat hanger,2.5,
paperclip,hold notes together,1,
paperclip,attaching papers together,1,
paperclip,air plant holder,3,
paperclip,guitar string holder,3,
paperclip,wire jewelry making,2,
paperclip,squeeze,2,
paperclip,tree decoration,2.5,
paperclip,inflect,2,
paperclip,bent open lock lost key,2,
paperclip,shoot away,2.5,
paperclip,indicate book left,2.5,
paperclip,miniature sculpture material,3,
paperclip,school supplies,1,
paperclip,christmas ball pendant,3,
paperclip,knitting needle,3,
paperclip,baking paper folder,3,
paperclip,scratching tool,2,
paperclip,lock release,2,
paperclip,lock picking tool,2,
paperclip,pathway,2.5,
paperclip,put sim card iphone,2.5,
paperclip,earring organizers,2.5,
paperclip,picture frame holder,2.5,
paperclip,eyeglassrepair,2.5,
paperclip,curling stick,2.5,
paperclip,etching,2.5,
paperclip,clean hairbrush,2.5,
paperclip,christmas baubles,3,
paperclip,bend/curve,1,
paperclip,scratch open scratch card,3,
paperclip,making decoration,2,
paperclip,keep cords apart,2,
paperclip,picture hanging tool,2,
paperclip,make hole,2,
paperclip,glassesrepair,2,
paperclip,zipper pull,2.5,
paperclip,able function,1,
paperclip,skewer idea,2.5,
paperclip,make shapes,2,
paperclip,hook fish grid,2.5,
paperclip,keep bunch flowers together,2.5,
paperclip,print want put pages together,1,
paperclip,exchange for silver ring,3,
paperclip,wire holder,2,
paperclip,car antenna,3,
paperclip,lockunlock simple boxes,2,
paperclip,lace sleeve protector,3,
paperclip,memo holder,1,
paperclip,clotheslinetensioner,2.5,
paperclip,fishhook bait,2.5,
paperclip,fold ring,2,
paperclip,lockpicking,2,
paperclip,office organizer,1,
paperclip,button jacket,2,
paperclip,tie  flowers,2.5,
paperclip,engrave in tree,3,
paperclip,paper airplane construction,3,
paperclip,break locks,2,
paperclip,attach zipper lose handle,2.5,
paperclip,science experiment soap,3.3,
paperclip,stem of paper flower ,3,
paperclip,chair,3,
paperclip,create zipper pull,2.5,
paperclip,mini sculpture,2.5,
paperclip,create artwork,2,
paperclip,put bag,2,
paperclip,make heart,2,
paperclip,make bracelet ring  depending length,2,
paperclip,draw sand,3,
paperclip,gift wrapping,2,
paperclip,zipper broken  open jacket,2.5,
paperclip,connect bracelet,2,
paperclip,burning metal,3,
paperclip,open sim card thingy phone,2,
paperclip,souvenir,2.5,
paperclip,create maze,3,
paperclip,hold papers together,1,
paperclip,scratching lottery tickets,2.5,
paperclip,binding papers together,1,
paperclip,picking lock,2,
paperclip,wire,2,
paperclip,seal return packages,2,
paperclip,measuring short distances,2.5,
paperclip,conduct current circuitcircuit,2.5,
paperclip,sorting laundry,2.5,
paperclip,straw wrapper,2.5,
paperclip,keep hair together,2,
paperclip,paint scraper small areas,2.5,
paperclip,clothing hook,2,
paperclip,painting,2.5,
paperclip,little lock,2,
paperclip,earbud cord wrapper,2.5,
paperclip,remove memory card iphone,2.5,
paperclip,remove nail polish,2.5,
paperclip,key lock,2,
paperclip,hang laundry,2,
paperclip,reach,2,
paperclip,bent remove candle wax,2.5,
paperclip,tag attachment,1,
paperclip,jar lid opener,2.5,
paperclip,pipilankaus costume,3.3,
paperclip,obtaining small objects,2,
paperclip,challenge,2,
paperclip,makeshift screwdriver,2.5,
paperclip,create origami designs,2.5,
paperclip,cause minor injuries,2,
paperclip,sewing pin,2.5,
paperclip,hang underwear,2.5,
paperclip,games valuable,2,
paperclip,seed dibber,3,
paperclip,press light button,2.5,
paperclip,keep pants together button undone,2.5,
paperclip,remove chip card phone,2.5,
paperclip,sound effect movie,3,
paperclip,take apart put together form anything,2,
paperclip,holding notes,1,
paperclip,envelope sealing,1,
paperclip,measuring device,2.5,
paperclip,paper airplane making,2.5,
paperclip,play games,,
paperclip,circuit bridge,3,
paperclip,scientific instrument,3,
paperclip,clean nails sharp point,2.5,
paperclip,straightening collars,2,
paperclip,scraping,2,
paperclip,test electrical circuits,3,
paperclip,connect zipper pants button,2,
paperclip,keep computer keyboards keys together,2,
paperclip,screwdriver,2.5,
paperclip,stabbing weapon,2,
paperclip,keep book together,1,
paperclip,cake tester,3,
paperclip,gym bag hook,2.5,
paperclip,pen stand,2.5,
paperclip,holding hair ties together,2,
paperclip,hang paintings,2,
paperclip,label,2,
paperclip,simple machine demonstrate leverage,3,
paperclip,plug socket,3,
paperclip,poke hole,2,
paperclip,reach unreachable places,2,
paperclip,twist,2,
paperclip,makeshift key,2,
paperclip,make creative figure bending,2,
paperclip,fishing hook bait holder,2.5,
paperclip,toggle stuck switches,2.5,
paperclip,cleaning tool,2.5,
paperclip,unfold paper clip point part sim holder phone,2,
paperclip,tie plants,3,
paperclip,wire protector,2.5,
paperclip,brand,2,
paperclip,jewelry fastener,2,
paperclip,ringing doorbell,3,
paperclip,keychain accessory,2,
paperclip,hair tie,2.5,
paperclip,create work art,2,
paperclip,exchange house,3,
paperclip,remove thin slides surface lab,3,
paperclip,remove dirt small seams openings,2.5,
paperclip,attach paper,1,
paperclip,scratching paper,2,
paperclip,connect sticks,2,
paperclip,floss,2.5,
paperclip,drumstick,3,
paperclip,eraser holder,2.5,
paperclip,poke small holes,2,
paperclip,puncture seal,2,
paperclip,heart shape,2,
paperclip,keep paper together,1,
paperclip,plant support,3,
paperclip,kill,2,
paperclip,toilet flusher,3,
paperclip,book holder,2,
paperclip,blow,2,
paperclip,mini javelin throw,3,
paperclip,wind chime holder,3,
paperclip,computer reset button,3,
paperclip,make play pistol,3,
paperclip,instrument open lock,2,
paperclip,melt transform else,3,
paperclip,birdsnare,2.5,
paperclip,bobby pin replacement,2,
paperclip,puppet finger,3,
paperclip,attach,1,
paperclip,pin,2,
paperclip,make chain several paper clips,1,
paperclip,unfold halfway hook,1,
paperclip,binderorganizing,1,
paperclip,expand ruler,3,
paperclip,put threads back into hood,3,
paperclip,fishing hook replacement,2.5,
paperclip,paper airplane,2.5,
paperclip,close food bag,2,
paperclip,test magnet working,2.5,
paperclip,attach name card to pocket,1,
paperclip,bead,2.5,
paperclip,poke hole package,2,
paperclip,reach unreachable spots ,2,
paperclip,stirring utensils,2.5,
paperclip,make bracelets,2,
paperclip,gift wrap,2,
paperclip,circuit repair,3,
paperclip,kind coat hook hang coat,2.5,
paperclip,creating sculpture,2.5,
paperclip,lockpick,2.5,
paperclip,playing games,2,
paperclip,pierce finger for blood,2,
paperclip,zipper fasten,2.5,
paperclip,secure wires objects,1,
paperclip,makeshift earring,2,
paperclip,tie paper,1,
paperclip,gym clothes,3,
paperclip,picture wire hanger,2.5,
paperclip,pencil sharpener cleaner,2.5,
paperclip,straighten bent objects,2,
paperclip,shoe lace aglet,3,
paperclip,plant tag,3,
paperclip,blinking light holder,3,
paperclip,needle,2,
paperclip,art instrument,2.5,
paperclip,pendant necklace,2,
paperclip,building block,2.5,
paperclip,put earrings,2,
paperclip,mini peg tent,3,
paperclip,fishhook,2.5,
paperclip,paper towel dispenser lever,3,
paperclip,throw in air,2,
paperclip,make hearts,2,
paperclip,stick,1,
paperclip,backscratcher,2.5,
paperclip,tightening cords,2,
paperclip,fortune teller,3,
paperclip,make ponytail hair,2.5,
paperclip,prick,2,
paperclip,paint brush cleaners,3,
paperclip,make napkintable decor,3,
paperclip,hold campfire  marshmallow attached marshmallow gets warm,3.3,
paperclip,fishing magnets,3,
paperclip,guitar string,3,
paperclip,create chain,1,
paperclip,cleaning charger hole phone,2.5,
paperclip,plantmarker,3,
paperclip,eating utensils,3,
paperclip,yes  take pictures sell people fetish,3,
paperclip,zipper,2.5,
paperclip,fix zipper,2,
paperclip,bookmarking,1,
paperclip,zipper tab,2.5,
paperclip,replacement broken zipper,2.5,
paperclip,scratch hold sides together,2,
paperclip,magnet holder,2.5,
paperclip,button fastener,2,
paperclip,pick lock open,2,
paperclip,upholstery tension,3,
paperclip,scratch back itch place ca quite reach,2.5,
paperclip,create garments hang many paper clips together,2,
paperclip,paper clip frame,2,
paperclip,open lock door,2,
paperclip,making fishing hook,2.5,
paperclip,scraping ice,2.5,
