,task,model,temp,rep,original_response,pid,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
22369,2,gemini-1.0-pro-002,0.4,5,pizza oven,410,pizza oven,pizza oven,,,10,2,barbecue,barbecue,6,15,0.8064008951187134,1,0,0,2.0,4
22370,2,gemini-1.0-pro-002,0.4,5,fire pit,410,fire pit,fire pit,,,8,2,pizza oven,pizza oven,7,18,0.7861343622207642,1,1,1,1.0,5
22371,2,gemini-1.0-pro-002,0.4,5,sculpture,410,sculpture,sculpture,,,9,1,fire pit,fire pit,8,26,0.7711716294288635,1,1,1,2.0,6
22372,2,gemini-1.0-pro-002,0.4,5,art installation,410,art installation,art installation,,,16,2,sculpture,sculpture,9,26,0.8825730681419373,0,0,0,2.0,6
22373,2,gemini-1.0-pro-002,0.4,5,children's toy,410,children s toy,children s toy,,,14,3,art installation,art installation,10,6,0.7525295615196228,1,1,1,2.0,7
22374,2,gemini-1.0-pro-002,0.4,5,pet chew toy,410,pet chew toy,pet chew toy,,,12,3,children's toy,children s toy,11,6,0.8076077699661255,0,0,0,3.0,7
22375,2,gemini-1.0-pro-002,0.4,5,exercise weight,410,exercise weight,exercise weight,,,15,2,pet chew toy,pet chew toy,12,9,0.7359505891799927,1,1,1,1.5,8
22376,2,gemini-1.0-pro-002,0.4,5,weapon,410,weapon,weapon,,,6,1,exercise weight,exercise weight,13,8,0.7691364288330078,1,1,1,1.0,9
22377,2,gemini-1.0-pro-002,0.4,5,soundproofing,410,soundproofing,soundproofing,,,13,1,weapon,weapon,14,24,0.7555480003356934,1,1,1,2.0,10
22378,2,gemini-1.0-pro-002,0.4,5,insulation,410,insulation,insulation,,,10,1,soundproofing,soundproofing,15,24,0.8430934548377991,0,0,0,2.0,10
22379,2,gemini-1.0-pro-002,0.4,5,aquarium decoration,410,aquarium decoration,aquarium decoration,,,19,2,insulation,insulation,16,21,0.7698644399642944,1,1,1,3.0,11
22380,2,gemini-1.0-pro-002,0.4,5,plant pot,410,plant pot,plant pot,,,9,2,aquarium decoration,aquarium decoration,17,19,0.8001030683517456,1,0,0,2.0,11
22381,2,gemini-1.0-pro-002,0.4,5,bookend,410,bookend,bookend,,,7,1,plant pot,plant pot,18,4,0.7612542510032654,1,1,1,1.0,12
22382,2,gemini-1.0-pro-002,0.4,5,coasters,410,coasters,coasters,,,8,1,bookend,bookend,19,1,0.7776584625244141,1,1,1,2.0,13
22384,2,gemini-1.0-pro-002,0.5,1,walkway,411,walkway,walkway,,,7,1,building material,building material,1,20,0.7774766683578491,1,1,1,1.0,1
22385,2,gemini-1.0-pro-002,0.5,1,paperweight,411,paperweight,paperweight,,,11,1,walkway,walkway,2,3,0.7773267030715942,1,1,1,1.0,2
22386,2,gemini-1.0-pro-002,0.5,1,doorstop,411,doorstop,doorstop,,,8,1,paperweight,paperweight,3,4,0.786294162273407,1,1,1,1.0,3
22387,2,gemini-1.0-pro-002,0.5,1,bookend,411,bookend,bookend,,,7,1,doorstop,doorstop,4,4,0.8133938312530518,0,0,0,1.0,3
22388,2,gemini-1.0-pro-002,0.5,1,sculpture,411,sculpture,sculpture,,,9,1,bookend,bookend,5,26,0.7504003643989563,1,1,1,2.0,4
22389,2,gemini-1.0-pro-002,0.5,1,art,411,art,art,,,3,1,sculpture,sculpture,6,26,0.8580538034439087,0,0,0,2.0,4
22390,2,gemini-1.0-pro-002,0.5,1,weapon,411,weapon,weapon,,,6,1,art,art,7,8,0.7909648418426514,1,1,1,1.0,5
22391,2,gemini-1.0-pro-002,0.5,1,metaphor,411,metaphor,metaphor,,,8,1,weapon,weapon,8,3,0.7936054468154907,1,1,1,2.0,6
22392,2,gemini-1.0-pro-002,0.5,1,adjective,411,adjective,adjective,,,9,1,metaphor,metaphor,9,3,0.8185811638832092,0,0,0,1.0,6
22393,2,gemini-1.0-pro-002,0.5,1,noun,411,noun,noun,,,4,1,adjective,adjective,10,3,0.8634649515151978,0,0,0,1.0,6
22394,2,gemini-1.0-pro-002,0.5,1,verb,411,verb,verb,,,4,1,noun,noun,11,3,0.8512693047523499,0,0,0,1.0,6
22395,2,gemini-1.0-pro-002,0.5,1,game,411,game,game,,,4,1,verb,verb,12,6,0.8010869026184082,1,0,0,2.0,6
22396,2,gemini-1.0-pro-002,0.5,1,color,411,color,color,,,5,1,game,game,13,26,0.8057568073272705,1,0,0,1.4,6
22397,2,gemini-1.0-pro-002,0.5,1,measurement,411,measurement,measurement,,,11,1,color,color,14,11,0.7869963645935059,1,1,1,2.0,7
22398,2,gemini-1.0-pro-002,0.5,1,slang,411,slang,slang,,,5,1,measurement,measurement,15,3,0.7795357704162598,1,1,1,1.0,8
22399,2,gemini-1.0-pro-002,0.5,1,weight,411,weight,weight,,,6,1,slang,slang,16,11,0.7722769975662231,1,1,1,1.0,9
22400,2,gemini-1.0-pro-002,0.5,1,unit,411,unit,unit,,,4,1,weight,weight,17,3,0.7860777378082275,1,1,1,1.0,10
22401,2,gemini-1.0-pro-002,0.5,1,sound,411,sound,sound,,,5,1,unit,unit,18,3,0.7862433791160583,0,1,0,2.0,10
22402,2,gemini-1.0-pro-002,0.5,1,pattern,411,pattern,pattern,,,7,1,sound,sound,19,1,0.7807464003562927,1,1,1,1.0,11
22404,2,gemini-1.0-pro-002,0.5,2,paperweight,412,paperweight,paperweight,,,11,1,building blocks,building blocks,1,3,0.7961485385894775,1,1,1,1.0,1
22405,2,gemini-1.0-pro-002,0.5,2,doorstop,412,doorstop,doorstop,,,8,1,paperweight,paperweight,2,4,0.786294162273407,1,1,1,1.0,2
22406,2,gemini-1.0-pro-002,0.5,2,pathway,412,pathway,pathway,,,7,1,doorstop,doorstop,3,22,0.7850961685180664,1,1,1,1.0,3
22407,2,gemini-1.0-pro-002,0.5,2,garden edging,412,garden edging,garden edging,,,13,2,pathway,pathway,4,22,0.7718460559844971,0,1,0,1.0,3
22408,2,gemini-1.0-pro-002,0.5,2,pizza oven,412,pizza oven,pizza oven,,,10,2,garden edging,garden edging,5,15,0.7210043668746948,1,1,1,2.0,4
22409,2,gemini-1.0-pro-002,0.5,2,fire pit,412,fire pit,fire pit,,,8,2,pizza oven,pizza oven,6,18,0.7861343622207642,1,1,1,1.0,5
22410,2,gemini-1.0-pro-002,0.5,2,barbecue,412,barbecue,barbecue,,,8,1,fire pit,fire pit,7,18,0.852607250213623,0,0,0,2.0,5
22411,2,gemini-1.0-pro-002,0.5,2,planter,412,planter,planter,,,7,1,barbecue,barbecue,8,19,0.7747711539268494,1,1,1,2.0,6
22412,2,gemini-1.0-pro-002,0.5,2,sculpture,412,sculpture,sculpture,,,9,1,planter,planter,9,26,0.7769240140914917,1,1,1,2.0,7
22413,2,gemini-1.0-pro-002,0.5,2,bookend,412,bookend,bookend,,,7,1,sculpture,sculpture,10,4,0.7504003643989563,1,1,1,1.0,8
22414,2,gemini-1.0-pro-002,0.5,2,coaster,412,coaster,coaster,,,7,1,bookend,bookend,11,1,0.7893843650817871,1,1,1,2.0,9
22415,2,gemini-1.0-pro-002,0.5,2,stepping stone,412,stepping stone,stepping stone,,,14,2,coaster,coaster,12,12,0.7508223056793213,1,1,1,1.0,10
22416,2,gemini-1.0-pro-002,0.5,2,wall art,412,wall art,wall art,,,8,2,stepping stone,stepping stone,13,25,0.7640078067779541,1,1,1,2.0,11
22417,2,gemini-1.0-pro-002,0.5,2,animal habitat,412,animal habitat,animal habitat,,,14,2,wall art,wall art,14,4,0.7684916853904724,1,1,1,2.5,12
22418,2,gemini-1.0-pro-002,0.5,2,toy,412,toy,toy,,,3,1,animal habitat,animal habitat,15,6,0.7718398571014404,1,1,1,1.4,13
22419,2,gemini-1.0-pro-002,0.5,2,game piece,412,game piece,game piece,,,10,2,toy,toy,16,6,0.8342357277870178,0,0,0,2.0,13
22420,2,gemini-1.0-pro-002,0.5,2,musical instrument,412,musical instrument,musical instrument,,,18,2,game piece,game piece,17,3,0.8008852005004883,1,0,0,3.0,13
22421,2,gemini-1.0-pro-002,0.5,2,historical marker,412,historical marker,historical marker,,,17,2,musical instrument,musical instrument,18,24,0.7351824045181274,1,1,1,2.0,14
22422,2,gemini-1.0-pro-002,0.5,2,commemorative plaque,412,commemorative plaque,commemorative plaque,,,20,2,historical marker,historical marker,19,24,0.8816419243812561,0,0,0,2.0,14
22424,2,gemini-1.0-pro-002,0.5,3,brick wall,413,wall,wall,,,4,1,brick road,road,1,24,0.800995945930481,1,0,0,1.0,0
22425,2,gemini-1.0-pro-002,0.5,3,brick house,413,house,house,,,5,1,brick wall,wall,2,24,0.7994004487991333,0,1,0,1.0,0
22426,2,gemini-1.0-pro-002,0.5,3,brick oven,413,oven,oven,,,4,1,brick house,house,3,15,0.7897363901138306,1,1,1,2.0,1
22427,2,gemini-1.0-pro-002,0.5,3,brick fireplace,413,fireplace,fireplace,,,9,1,brick oven,oven,4,17,0.848642885684967,1,0,0,1.0,1
22428,2,gemini-1.0-pro-002,0.5,3,brick patio,413,patio,patio,,,5,1,brick fireplace,fireplace,5,20,0.8434804677963257,1,0,0,1.0,1
22429,2,gemini-1.0-pro-002,0.5,3,brick walkway,413,walkway,walkway,,,7,1,brick patio,patio,6,20,0.8158992528915405,0,0,0,1.0,1
22430,2,gemini-1.0-pro-002,0.5,3,brick mailbox,413,mailbox,mailbox,,,7,1,brick walkway,walkway,7,1,0.7345851063728333,1,1,1,1.0,2
22431,2,gemini-1.0-pro-002,0.5,3,brick planter,413,planter,planter,,,7,1,brick mailbox,mailbox,8,19,0.7837991118431091,1,1,1,2.0,3
22432,2,gemini-1.0-pro-002,0.5,3,brick sculpture,413,sculpture,sculpture,,,9,1,brick planter,planter,9,26,0.7769240140914917,1,1,1,2.0,4
22433,2,gemini-1.0-pro-002,0.5,3,brick pavers,413,pavers,pavers,,,6,1,brick sculpture,sculpture,10,20,0.7948344945907593,1,1,1,1.0,5
22434,2,gemini-1.0-pro-002,0.5,3,brick veneer,413,veneer,veneer,,,6,1,brick pavers,pavers,11,3,0.7645506858825684,1,1,1,2.0,6
22435,2,gemini-1.0-pro-002,0.5,3,brick siding,413,siding,siding,,,6,1,brick veneer,veneer,12,20,0.8215329647064209,1,0,0,1.0,6
22436,2,gemini-1.0-pro-002,0.5,3,brick archway,413,archway,archway,,,7,1,brick siding,siding,13,24,0.7754528522491455,1,1,1,1.0,7
22437,2,gemini-1.0-pro-002,0.5,3,brick bridge,413,bridge,bridge,,,6,1,brick archway,archway,14,24,0.791701078414917,0,1,0,1.0,7
22438,2,gemini-1.0-pro-002,0.5,3,brick chimney,413,chimney,chimney,,,7,1,brick bridge,bridge,15,17,0.7750186920166016,1,1,1,1.0,8
22439,2,gemini-1.0-pro-002,0.5,3,brick well,413,well,well,,,4,1,brick chimney,chimney,16,2,0.7876847982406616,1,1,1,1.0,9
22440,2,gemini-1.0-pro-002,0.5,3,brick fountain,413,fountain,fountain,,,8,1,brick well,well,17,21,0.8119370937347412,1,0,0,2.0,9
22441,2,gemini-1.0-pro-002,0.5,3,brick bench,413,bench,bench,,,5,1,brick fountain,fountain,18,14,0.7779743671417236,1,1,1,1.0,10
22442,2,gemini-1.0-pro-002,0.5,3,brick table,413,table,table,,,5,1,brick bench,bench,19,14,0.8314772248268127,0,0,0,1.7,10
22444,2,gemini-1.0-pro-002,0.5,4,brick wall,414,wall,wall,,,4,1,brick road,road,1,24,0.800995945930481,1,0,0,1.0,0
22445,2,gemini-1.0-pro-002,0.5,4,brick house,414,house,house,,,5,1,brick wall,wall,2,24,0.7994004487991333,0,1,0,1.0,0
22446,2,gemini-1.0-pro-002,0.5,4,brick oven,414,oven,oven,,,4,1,brick house,house,3,15,0.7897363901138306,1,1,1,2.0,1
22447,2,gemini-1.0-pro-002,0.5,4,brick pizza,414,pizza,pizza,,,5,1,brick oven,oven,4,15,0.8388859033584595,0,0,0,1.4,1
22448,2,gemini-1.0-pro-002,0.5,4,brick phone,414,phone,phone,,,5,1,brick pizza,pizza,5,3,0.7876185178756714,1,1,1,1.4,2
22449,2,gemini-1.0-pro-002,0.5,4,brick game,414,game,game,,,4,1,brick phone,phone,6,6,0.8182125091552734,1,0,0,2.0,2
22450,2,gemini-1.0-pro-002,0.5,4,brick toy,414,toy,toy,,,3,1,brick game,game,7,6,0.8119213581085205,0,0,0,1.4,2
22451,2,gemini-1.0-pro-002,0.5,4,brick sculpture,414,sculpture,sculpture,,,9,1,brick toy,toy,8,26,0.7980461716651917,1,1,1,2.0,3
22452,2,gemini-1.0-pro-002,0.5,4,brick art,414,art,art,,,3,1,brick sculpture,sculpture,9,26,0.8580538034439087,0,0,0,2.0,3
22453,2,gemini-1.0-pro-002,0.5,4,brick path,414,path,path,,,4,1,brick art,art,10,22,0.7916887998580933,1,1,1,1.0,4
22454,2,gemini-1.0-pro-002,0.5,4,brick patio,414,patio,patio,,,5,1,brick path,path,11,20,0.7797390818595886,1,1,1,1.0,5
22455,2,gemini-1.0-pro-002,0.5,4,brick fireplace,414,fireplace,fireplace,,,9,1,brick patio,patio,12,17,0.8434804677963257,1,0,0,1.0,5
22456,2,gemini-1.0-pro-002,0.5,4,brick chimney,414,chimney,chimney,,,7,1,brick fireplace,fireplace,13,17,0.8905557990074158,0,0,0,1.0,5
22457,2,gemini-1.0-pro-002,0.5,4,brick mailbox,414,mailbox,mailbox,,,7,1,brick chimney,chimney,14,1,0.7776658535003662,1,1,1,1.0,6
22458,2,gemini-1.0-pro-002,0.5,4,brick planter,414,planter,planter,,,7,1,brick mailbox,mailbox,15,19,0.7837991118431091,1,1,1,2.0,7
22459,2,gemini-1.0-pro-002,0.5,4,brick bench,414,bench,bench,,,5,1,brick planter,planter,16,14,0.7894281148910522,1,1,1,1.0,8
22460,2,gemini-1.0-pro-002,0.5,4,brick table,414,table,table,,,5,1,brick bench,bench,17,14,0.8314772248268127,0,0,0,1.7,8
22461,2,gemini-1.0-pro-002,0.5,4,brick chair,414,chair,chair,,,5,1,brick table,table,18,14,0.8283555507659912,0,0,0,1.0,8
22462,2,gemini-1.0-pro-002,0.5,4,brick archway,414,archway,archway,,,7,1,brick chair,chair,19,24,0.7573176622390747,1,1,1,1.0,9
22464,2,gemini-1.0-pro-002,0.5,5,a brick in the road,415,road,road,,,4,1,a brick in the wall,wall,1,20,0.800995945930481,1,0,0,1.0,0
22465,2,gemini-1.0-pro-002,0.5,5,a brick in the fireplace,415,fireplace,fireplace,,,9,1,a brick in the road,road,2,17,0.7471107244491577,1,1,1,1.0,1
22466,2,gemini-1.0-pro-002,0.5,5,a brick in the garden,415,garden,garden,,,6,1,a brick in the fireplace,fireplace,3,22,0.7807999849319458,1,1,1,1.0,2
22467,2,gemini-1.0-pro-002,0.5,5,a brick in the playground,415,playground,playground,,,10,1,a brick in the garden,garden,4,6,0.808363139629364,1,0,0,1.0,2
22468,2,gemini-1.0-pro-002,0.5,5,a brick in the museum,415,museum,museum,,,6,1,a brick in the playground,playground,5,3,0.791206955909729,1,1,1,2.0,3
22469,2,gemini-1.0-pro-002,0.5,5,a brick in the castle,415,castle,castle,,,6,1,a brick in the museum,museum,6,24,0.8035988211631775,1,0,0,1.0,3
22470,2,gemini-1.0-pro-002,0.5,5,a brick in the school,415,school,school,,,6,1,a brick in the castle,castle,7,3,0.7912613153457642,1,1,1,1.0,4
22471,2,gemini-1.0-pro-002,0.5,5,a brick in the hospital,415,hospital,hospital,,,8,1,a brick in the school,school,8,3,0.8138189911842346,0,0,0,1.4,4
22472,2,gemini-1.0-pro-002,0.5,5,a brick in the factory,415,factory,factory,,,7,1,a brick in the hospital,hospital,9,3,0.8088850378990173,0,0,0,1.0,4
22473,2,gemini-1.0-pro-002,0.5,5,a brick in the church,415,church,church,,,6,1,a brick in the factory,factory,10,3,0.7836290597915649,0,1,0,1.0,4
22474,2,gemini-1.0-pro-002,0.5,5,a brick in the house,415,house,house,,,5,1,a brick in the church,church,11,24,0.7949768304824829,1,1,1,1.0,5
22475,2,gemini-1.0-pro-002,0.5,5,a brick in the apartment,415,apartment,apartment,,,9,1,a brick in the house,house,12,24,0.8155205249786377,0,0,0,1.0,5
22476,2,gemini-1.0-pro-002,0.5,5,a brick in the office,415,office,office,,,6,1,a brick in the apartment,apartment,13,13,0.8368160724639893,1,0,0,1.0,5
22477,2,gemini-1.0-pro-002,0.5,5,a brick in the store,415,store,store,,,5,1,a brick in the office,office,14,3,0.8409028053283691,1,0,0,1.0,5
22478,2,gemini-1.0-pro-002,0.5,5,a brick in the restaurant,415,restaurant,restaurant,,,10,1,a brick in the store,store,15,3,0.8106571435928345,0,0,0,1.0,5
22479,2,gemini-1.0-pro-002,0.5,5,a brick in the bar,415,bar,bar,,,3,1,a brick in the restaurant,restaurant,16,3,0.8319699764251709,0,0,0,1.0,5
22480,2,gemini-1.0-pro-002,0.5,5,a brick in the hotel,415,hotel,hotel,,,5,1,a brick in the bar,bar,17,3,0.8257922530174255,0,0,0,1.0,5
22481,2,gemini-1.0-pro-002,0.5,5,a brick in the bank,415,bank,bank,,,4,1,a brick in the hotel,hotel,18,3,0.8122232556343079,0,0,0,1.0,5
22482,2,gemini-1.0-pro-002,0.5,5,a brick in the library,415,library,library,,,7,1,a brick in the bank,bank,19,3,0.7876728773117065,0,1,0,1.0,5
22484,2,gemini-1.0-pro-002,0.6,1,doorstop,416,doorstop,doorstop,,,8,1,paperweight,paperweight,1,4,0.786294162273407,1,1,1,1.0,1
22485,2,gemini-1.0-pro-002,0.6,1,building block,416,building block,building block,,,14,2,doorstop,doorstop,2,24,0.7731653451919556,1,1,1,1.0,2
22486,2,gemini-1.0-pro-002,0.6,1,walkway,416,walkway,walkway,,,7,1,building block,building block,3,20,0.7722032070159912,1,1,1,1.0,3
22487,2,gemini-1.0-pro-002,0.6,1,patio,416,patio,patio,,,5,1,walkway,walkway,4,20,0.8158992528915405,0,0,0,1.0,3
22488,2,gemini-1.0-pro-002,0.6,1,fireplace,416,fireplace,fireplace,,,9,1,patio,patio,5,17,0.8434804677963257,1,0,0,1.0,3
22489,2,gemini-1.0-pro-002,0.6,1,pizza oven,416,pizza oven,pizza oven,,,10,2,fireplace,fireplace,6,15,0.8135443925857544,1,0,0,2.0,3
22490,2,gemini-1.0-pro-002,0.6,1,sculpture,416,sculpture,sculpture,,,9,1,pizza oven,pizza oven,7,26,0.7273909449577332,1,1,1,2.0,4
22491,2,gemini-1.0-pro-002,0.6,1,art,416,art,art,,,3,1,sculpture,sculpture,8,26,0.8580538034439087,0,0,0,2.0,4
22492,2,gemini-1.0-pro-002,0.6,1,jewelry,416,jewelry,jewelry,,,7,1,art,art,9,13,0.7936273813247681,1,1,1,2.0,5
22493,2,gemini-1.0-pro-002,0.6,1,game piece,416,game piece,game piece,,,10,2,jewelry,jewelry,10,6,0.7956504821777344,1,1,1,2.0,6
22494,2,gemini-1.0-pro-002,0.6,1,weapon,416,weapon,weapon,,,6,1,game piece,game piece,11,8,0.8353140354156494,1,0,0,1.0,6
22495,2,gemini-1.0-pro-002,0.6,1,tool,416,tool,tool,,,4,1,weapon,weapon,12,2,0.8817942142486572,1,0,0,1.0,6
22496,2,gemini-1.0-pro-002,0.6,1,musical instrument,416,musical instrument,musical instrument,,,18,2,tool,tool,13,3,0.8126969337463379,1,0,0,3.0,6
22497,2,gemini-1.0-pro-002,0.6,1,bookend,416,bookend,bookend,,,7,1,musical instrument,musical instrument,14,4,0.7560480833053589,1,1,1,1.0,7
22498,2,gemini-1.0-pro-002,0.6,1,stepping stone,416,stepping stone,stepping stone,,,14,2,bookend,bookend,15,12,0.7672119140625,1,1,1,1.0,8
22499,2,gemini-1.0-pro-002,0.6,1,border,416,border,border,,,6,1,stepping stone,stepping stone,16,4,0.7960589528083801,1,1,1,1.0,9
22500,2,gemini-1.0-pro-002,0.6,1,edging,416,edging,edging,,,6,1,border,border,17,22,0.8238650560379028,1,0,0,1.0,9
22501,2,gemini-1.0-pro-002,0.6,1,planter,416,planter,planter,,,7,1,edging,edging,18,19,0.7639869451522827,1,1,1,2.0,10
22502,2,gemini-1.0-pro-002,0.6,1,mailbox,416,mailbox,mailbox,,,7,1,planter,planter,19,1,0.7837991118431091,1,1,1,1.0,11
22504,2,gemini-1.0-pro-002,0.6,2,paperweight,417,paperweight,paperweight,,,11,1,building blocks,building blocks,1,3,0.7961485385894775,1,1,1,1.0,1
22505,2,gemini-1.0-pro-002,0.6,2,doorstop,417,doorstop,doorstop,,,8,1,paperweight,paperweight,2,4,0.786294162273407,1,1,1,1.0,2
22506,2,gemini-1.0-pro-002,0.6,2,garden path,417,garden path,garden path,,,11,2,doorstop,doorstop,3,22,0.7507112622261047,1,1,1,1.0,3
22507,2,gemini-1.0-pro-002,0.6,2,barbecue pit,417,barbecue pit,barbecue pit,,,12,2,garden path,garden path,4,18,0.754813015460968,1,1,1,2.0,4
22508,2,gemini-1.0-pro-002,0.6,2,pizza oven,417,pizza oven,pizza oven,,,10,2,barbecue pit,barbecue pit,5,15,0.7929436564445496,1,1,1,2.0,5
22509,2,gemini-1.0-pro-002,0.6,2,stepping stones,417,stepping stones,stepping stones,,,15,2,pizza oven,pizza oven,6,12,0.7239195108413696,1,1,1,1.0,6
22510,2,gemini-1.0-pro-002,0.6,2,flower bed border,417,flower bed border,flower bed border,,,17,3,stepping stones,stepping stones,7,19,0.7735903263092041,1,1,1,1.5,7
22511,2,gemini-1.0-pro-002,0.6,2,art project,417,art project,art project,,,11,2,flower bed border,flower bed border,8,26,0.7632701396942139,1,1,1,2.0,8
22512,2,gemini-1.0-pro-002,0.6,2,sculpture,417,sculpture,sculpture,,,9,1,art project,art project,9,26,0.8508417010307312,0,0,0,2.0,8
22513,2,gemini-1.0-pro-002,0.6,2,aquarium decoration,417,aquarium decoration,aquarium decoration,,,19,2,sculpture,sculpture,10,21,0.7862845063209534,1,1,1,3.0,9
22514,2,gemini-1.0-pro-002,0.6,2,fire pit,417,fire pit,fire pit,,,8,2,aquarium decoration,aquarium decoration,11,18,0.7475265264511108,1,1,1,1.0,10
22515,2,gemini-1.0-pro-002,0.6,2,chicken coop,417,chicken coop,chicken coop,,,12,2,fire pit,fire pit,12,14,0.7545181512832642,1,1,1,2.0,11
22516,2,gemini-1.0-pro-002,0.6,2,dog house,417,dog house,dog house,,,9,2,chicken coop,chicken coop,13,4,0.8124960064888,1,0,0,1.0,11
22517,2,gemini-1.0-pro-002,0.6,2,compost bin,417,compost bin,compost bin,,,11,2,dog house,dog house,14,14,0.7588376998901367,1,1,1,3.0,12
22518,2,gemini-1.0-pro-002,0.6,2,rainwater collection,417,rainwater collection,rainwater collection,,,20,2,compost bin,compost bin,15,21,0.8004489541053772,1,0,0,3.0,12
22519,2,gemini-1.0-pro-002,0.6,2,birdhouse,417,birdhouse,birdhouse,,,9,1,rainwater collection,rainwater collection,16,4,0.7748754024505615,1,1,1,2.0,13
22520,2,gemini-1.0-pro-002,0.6,2,pathway edging,417,pathway edging,pathway edging,,,14,2,birdhouse,birdhouse,17,22,0.7451614141464233,1,1,1,1.0,14
22521,2,gemini-1.0-pro-002,0.6,2,retaining wall,417,retaining wall,retaining wall,,,14,2,pathway edging,pathway edging,18,24,0.7984099388122559,1,1,1,1.0,15
22522,2,gemini-1.0-pro-002,0.6,2,fire pit,417,fire pit,fire pit,,,8,2,retaining wall,retaining wall,19,18,0.7789319157600403,1,1,1,1.0,16
22524,2,gemini-1.0-pro-002,0.6,3,building block,418,building block,building block,,,14,2,paperweight,paperweight,1,24,0.8011780977249146,1,0,0,1.0,0
22525,2,gemini-1.0-pro-002,0.6,3,doorstop,418,doorstop,doorstop,,,8,1,building block,building block,2,4,0.7731653451919556,1,1,1,1.0,1
22526,2,gemini-1.0-pro-002,0.6,3,path,418,path,path,,,4,1,doorstop,doorstop,3,22,0.7841898202896118,1,1,1,1.0,2
22527,2,gemini-1.0-pro-002,0.6,3,pizza oven,418,pizza oven,pizza oven,,,10,2,path,path,4,15,0.7378976345062256,1,1,1,2.0,3
22528,2,gemini-1.0-pro-002,0.6,3,barbecue,418,barbecue,barbecue,,,8,1,pizza oven,pizza oven,5,18,0.8064008951187134,1,0,0,2.0,3
22529,2,gemini-1.0-pro-002,0.6,3,fireplace,418,fireplace,fireplace,,,9,1,barbecue,barbecue,6,17,0.8469647169113159,1,0,0,1.0,3
22530,2,gemini-1.0-pro-002,0.6,3,sculpture,418,sculpture,sculpture,,,9,1,fireplace,fireplace,7,26,0.7657042145729065,1,1,1,2.0,4
22531,2,gemini-1.0-pro-002,0.6,3,art,418,art,art,,,3,1,sculpture,sculpture,8,26,0.8580538034439087,0,0,0,2.0,4
22532,2,gemini-1.0-pro-002,0.6,3,coaster,418,coaster,coaster,,,7,1,art,art,9,1,0.7809813618659973,1,1,1,2.0,5
22533,2,gemini-1.0-pro-002,0.6,3,game,418,game,game,,,4,1,coaster,coaster,10,6,0.7949367761611938,1,1,1,2.0,6
22534,2,gemini-1.0-pro-002,0.6,3,children's toy,418,children s toy,children s toy,,,14,3,game,game,11,6,0.7836691737174988,0,1,0,2.0,6
22535,2,gemini-1.0-pro-002,0.6,3,musical instrument,418,musical instrument,musical instrument,,,18,2,children's toy,children s toy,12,3,0.7983750104904175,1,1,1,3.0,7
22536,2,gemini-1.0-pro-002,0.6,3,weapon,418,weapon,weapon,,,6,1,musical instrument,musical instrument,13,8,0.8374382257461548,1,0,0,1.0,7
22537,2,gemini-1.0-pro-002,0.6,3,bookend,418,bookend,bookend,,,7,1,weapon,weapon,14,4,0.7706925272941589,1,1,1,1.0,8
22538,2,gemini-1.0-pro-002,0.6,3,decoration,418,decoration,decoration,,,10,1,bookend,bookend,15,25,0.7894814014434814,1,1,1,1.0,9
22539,2,gemini-1.0-pro-002,0.6,3,jewellery,418,jewellery,jewellery,,,9,1,decoration,decoration,16,13,0.8249804377555847,1,0,0,2.0,9
22540,2,gemini-1.0-pro-002,0.6,3,weight,418,weight,weight,,,6,1,jewellery,jewellery,17,11,0.7774956226348877,1,1,1,1.0,10
22541,2,gemini-1.0-pro-002,0.6,3,anchor,418,anchor,anchor,,,6,1,weight,weight,18,11,0.8094009160995483,0,0,0,1.0,10
22542,2,gemini-1.0-pro-002,0.6,3,brake,418,brake,brake,,,5,1,anchor,anchor,19,10,0.8034937977790833,1,0,0,1.0,10
22544,2,gemini-1.0-pro-002,0.6,4,grill,419,grill,grill,,,5,1,fireplace,fireplace,1,18,0.8366535305976868,1,0,0,2.0,0
22545,2,gemini-1.0-pro-002,0.6,4,oven,419,oven,oven,,,4,1,grill,grill,2,15,0.8382383584976196,1,0,0,2.0,0
22546,2,gemini-1.0-pro-002,0.6,4,planter,419,planter,planter,,,7,1,oven,oven,3,19,0.8087093830108643,1,0,0,2.0,0
22547,2,gemini-1.0-pro-002,0.6,4,walkway,419,walkway,walkway,,,7,1,planter,planter,4,20,0.768554151058197,1,1,1,1.0,1
22548,2,gemini-1.0-pro-002,0.6,4,patio,419,patio,patio,,,5,1,walkway,walkway,5,20,0.8158992528915405,0,0,0,1.0,1
22549,2,gemini-1.0-pro-002,0.6,4,wall,419,wall,wall,,,4,1,patio,patio,6,24,0.8099068403244019,1,0,0,1.0,1
22550,2,gemini-1.0-pro-002,0.6,4,bench,419,bench,bench,,,5,1,wall,wall,7,14,0.7958813905715942,1,1,1,1.0,2
22551,2,gemini-1.0-pro-002,0.6,4,sculpture,419,sculpture,sculpture,,,9,1,bench,bench,8,26,0.8007318377494812,1,0,0,2.0,2
22552,2,gemini-1.0-pro-002,0.6,4,paperweight,419,paperweight,paperweight,,,11,1,sculpture,sculpture,9,3,0.7705873250961304,1,1,1,1.0,3
