prompt,response,originality,elaboration
brick,pestle grinding spices,3,
brick,flower bed,1,
brick,jewelry,2,
brick,building material,1,
brick,wall mural,2,
brick,talk to,1.4,
brick,hammer nail,2,
brick,sun,1,
brick,build pond garden,1,
brick,brickcovered flower pot,2,
brick,picture frame backing,2.5,
brick,magnets,3,
brick,homemade dumbbell,1.7,
brick,lamp base,2,
brick,buy,1,
brick,candle holders,3,
brick,support weight for vehicle,1,
brick,patios,1,
brick,build igloo,1,
brick,brickandmortar,1,
brick,picture frame,2,
brick,module,1,
brick,steppingstool,1,
brick,jewelry holder,3,
brick,toy children,1.4,
brick,fountain,2,
brick,table centerpiece,2,
brick,selfdefence weapon,1,
brick,tableleg,2,
brick,break computer,1,
brick,cold storage mass,2,
brick,base candle holder,3,
brick,rectangle mold,2,
brick,make pond,1,
brick,boredom experiment,2,
brick,miniature raised bed,3,
brick,break,1,
brick,canvas drawpaint,2,
brick,idiom,2,
brick,bulletproof vest,2,
brick,seat patio,1,
brick,letter carrier,2,
brick,bug habitat,3,
brick,time capsule container,3,
brick,create garden borders,1,
brick,brickandmortar university,1,
brick,makeshifttable,2,
brick,roughen surface,2,
brick,barricade,1,
brick,build bridge,1,
brick,play floor is lava game,2,
brick,unusual pet bed,3,
brick,laying streets,1,
brick,ornamental feature,2,
brick,weight exercise,1.5,
brick,phone stand,2,
brick,raise ,1,
brick,memento,2,
brick,coffee,1.4,
brick,build garden,1,
brick,catapult projectile,2,
brick,wind,1,
brick,anchor for boat,1,
brick,construct staircase,1,
brick,building bridges,1,
brick,nail files,3,
brick,selfdefense,1,
brick,laptop elevation,2,
brick,make oven,1.7,
brick,weight lift,1,
brick,weight fitness,1,
brick,demolish ,1,
brick,throw to tree,1,
brick,make bench,1,
brick,throwing,1,
brick,breaking windows,1,
brick,reach something,1,
brick,oven lining,2,
brick,outdoor heater,2,
brick,stand for height,1,
brick,baking tray,3,
brick,writing support,2,
brick,make lamp,2,
brick,tabletop trivet,2,
brick,photo backdrop,2,
brick,milestone,1,
brick,paint pallet,3,
brick,frost protection,2,
brick,laptop raise,2,
brick,flowerbed border,1.5,
brick,heat,2,
brick,hammer cracking nuts,2,
brick,factory,1,
brick,bed,1,
brick,playground equipment,1.7,
brick,sea,1,
brick,gardenborder,1,
brick,bbq counter,2,
brick,draw rectangle,2,
brick,blocks,1,
brick,building planter,1.5,
brick,commit murder,1,
brick,grind beautiful shape decoration,2,
brick,oven block,2,
brick,veneer,2,
brick,stress reliever,2,
brick,beehive construction support,2,
brick,impromptu selfdefense tool,1,
brick,grind gravel,2,
brick,diver tool,2,
brick,toy car,2,
brick,leak tighter,1.4,
brick,weight to prevent blowing away,1,
brick,renovate,1,
brick,bulletin board,2,
brick,pen,1.4,
brick,weight to close gate,1,
brick,bowling,1,
brick,test glue,2,
brick,base sculptures,2,
brick,jacket potato,3,
brick,makeshift hammer,2,
brick,sound effect,2,
brick,dry/flatten flowers between book,3,
brick,fortress,1,
brick,brickandmortar factory,1,
brick,ball in game,2,
brick,throw toy,1,
brick,destroy object,1,
brick,build bench,1,
brick,scratching to remove nail paint,3,
brick,architectural model,2,
brick,gruyere cheese wheel,4,
brick,brickandmortar synagogue,1,
brick,electrical insulator,3,
brick,diving,1,
brick,make bed frame,2,
brick,stare,1,
brick,perimeter barrier,1,
brick,brickandmortar stores,1,
brick,obstacle to trip over,1,
brick,tent anchor,1.5,
brick,mosaics,2,
brick,hunt,1.4,
brick,building school,1,
brick,church,1,
brick,name brand,2,
brick,tea,1.4,
brick,murder weapon,1,
brick,garden path edging,1,
brick,unconventional plant pot,2,
brick,forming barriers,1,
brick,stack tower,1,
brick,chop into pieces,2,
brick,pan,1,
brick,elevation seat,1.7,
brick,throw on floor,1,
brick,artisanal pizza stone,3,
brick,outdoor game piece,2,
brick,make red paint,2,
brick,use gravity and physics to measure tower height,3,
brick,heat source,2,
brick,component oven,2,
brick,wrecking ball to break,1,
brick,shape for bag,2,
brick,smokestack piece,2,
brick,building garden table,1,
brick,anger management tool,2,
brick,throw over car,1,
brick,make music,3,
brick,homemade smoker base,2,
brick,melt into glass,3,
brick,anchoring balloons,3,
brick,weight gym,1,
brick,paper,1,
brick,chip video games,3,
brick,shelf support,1.5,
brick,hair straightener,3,
brick,playground,1,
brick,brickthrowing protest,1,
brick,swing,1,
brick,outdoor seat,1,
brick,support telephone,2,
brick,tool,1,
brick,brickpaved patio,1,
brick,relay baton,3,
brick,take picture,2,
brick,technology,3,
brick,plant guard,1.5,
brick,jewelry hanger,3,
brick,gravel for garden,1,
brick,fake phone,3,
brick,build castle,1,
brick,cold pack,3,
brick,decorative garden pathway,1,
brick,artificial stone,1,
brick,raise water level,2,
brick,"trade, exchange",1,
brick,construction,1,
brick,mind,1,
brick,colour and paint,2,
brick,chasing police away,2,
brick,mailboxpost,1,
brick,powder maker,3,
brick,wall hanging,1,
brick,snowboard to go down hill,3,
brick,draw art,2,
brick,name tag,3,
brick,historical landmark,1,
brick,chessboard,3,
brick,flowerpot drainage layer,2,
brick,break chair,1,
brick,keyboard key,3,
brick,sink in water,2,
brick,birthday gift,3,
brick,currency lego world,3,
brick,making fireplaces,1,
brick,selfdefense weapon,1,
brick,beverage coaster,2,
brick,breaking window riot,1,
brick,steppers workout,2,
brick,build ladder,1,
brick,make streets,1,
brick,targets,2,
brick,hit make music,3,
brick,stacking competition,2,
brick,break skull,1,
brick,counterweight for pulley,2,
brick,outdoor lighting,2,
brick,play equipment,2,
brick,flood protection,1,
brick,bird bath base,2,
brick,pick lock,2,
brick,repair structures,1,
brick,making castles,1,
brick,pillow,2,
brick,can opener,3,
brick,drop on feet,1,
brick,build firepit,1,
brick,flush tank water conservation,3,
brick,smashing nuts,2,
brick,build high tower,1,
brick,book shelf,2,
brick,self defense,1,
brick,supporting arches,1,
brick,soundproofing,2,
brick,canvas,2,
brick,construction toy,2,
brick,furniture stabilizer,1,
brick,piñata,3,
brick,break teeth,1,
brick,paper kids,1,
brick,fake money,3,
brick,decorative garden accent,1.5,
brick,structural model building,1,
brick,baking,2,
brick,hand,1,
brick,stone,1,
brick,remove car mud putting behind wheel,2,
brick,facades,1,
brick,create wall,1,
brick,school,1,
brick,build chicken coop,1,
brick,bird bath,2,
brick,lego block,2,
brick,bottle opener,3,
brick,throw weights,1,
brick,sit,1,
brick,driveway marker,1,
brick,elevation,1,
brick,glass,1,
brick,drainage rock,2,
brick,obstacle training course,1.5,
brick,measurement standard,2,
brick,doll,1.4,
brick,build patio,1,
brick,metaphor,2,
brick,strength testing for phone,3,
brick,place around fire,1,
brick,raise table,1.5,
brick,level furniture,1.5,
brick,bbq grate,3,
brick,press paper,2,
brick,injure zombie,1.5,
brick,scrubbing tool,2,
brick,close hole,1,
brick,measure distance,2,
brick,sturdy candle holder,2,
brick,smashed mosaic tiles,2,
brick,throw through window,1,
brick,pizza oven base,2,
brick,weight support for caravan,1.7,
brick,lever,2,
brick,brickandmortar sports stadium,1,
brick,beanbag filler,3,
brick,campfire perimeter,2,
brick,pins,2,
brick,jewelry display,3,
brick,component computer,3,
brick,beehive stand,3,
brick,break ice,1,
brick,break open,1,
brick,art project base,2,
brick,painting surface,2,
brick,litter box liner,3,
brick,tabletop game piece,3,
brick,office desk organizer,3,
brick,platform to stand,1,
brick,"carve, write, draw",2,
brick,make sand,2,
brick,make fort,1,
brick,book stand,2,
brick,support table,1.5,
brick,increase laptop,2,
brick,calorie counter,3,
brick,weight for helium balloons,3,
brick,drainage potted plants,2,
brick,build stone path,1,
brick,outdoor firepit,1,
brick,penpencil holder,2,
brick,ice crusher,3,
brick,pool surround,1,
brick,papercraft,3,
brick,campfire boundary,1.5,
brick,papertype,1.4,
brick,outdoor furniture,1,
brick,make flower pot,2,
brick,bicep curls,2,
brick,send letter,1.4,
brick,herb garden marker,3,
brick,sand,1,
brick,oven heat regulator,3,
brick,curl,1.4,
brick,make hole in ice,2,
brick,dog house,1,
brick,bookkeeper,2,
brick,dartboard,3,
brick,tablet screen protector,3,
brick,sculpting making art,2,
brick,coal,2,
brick,water resistance,2,
brick,anchor,1,
brick,balance training tool,2,
brick,decoration,1,
brick,make glass,2,
brick,slang term,1,
brick,bread oven,2,
brick,patio furniture,1,
brick,make house,1,
brick,crush into sand,2,
brick,shirt,1,
brick,bench leg,1,
brick,word puzzle,3,
brick,hat,2,
brick,paper press,2,
brick,build church,1,
brick,build furnace,1,
brick,mailbox,1,
brick,laying motif,1,
brick,anchor pool cover,2,
brick,surprise,2,
brick,test gravity,1,
brick,oven floor,2,
brick,foundation outdoor structures,1,
brick,impact breaker,1,
brick,plant holders,1.5,
brick,break car window in emergency,1,
brick,exercise support,1,
brick,wind chime weight,3,
brick,arrange,1,
brick,kill rat,2,
brick,kitchen,1,
brick,writings,2,
brick,safety barrier,1,
brick,paper storage,2,
brick,headboard,2,
brick,vase filler,3,
brick,make sound and beats,2,
brick,clean snow sidewalk ,2,
brick,grinding wheel,3,
brick,decorative element,1.5,
brick,sponge,3,
brick,bookend,1,
brick,smartphone stand,3,
brick,make dominoes,2,
brick,paver alternative,1,
brick,hot stone massage,3,
brick,making chimney,1,
brick,break car window,1,
brick,fill ditch,1,
brick,build pool wall,1,
brick,outdoor xylophone,3,
brick,fish habitat,3,
brick,weight against wind for towel,2,
brick,blanket,2,
brick,chess piece,3,
brick,smash glass,1,
brick,brickred lipstick,3,
brick,make tower,1,
brick,fork,3,
brick,planters pots,2,
brick,bar,1,
brick,insulator,1.7,
brick,heater,2,
brick,currency symbol,3,
brick,steampunk accessory,3,
brick,paper lamp,3,
brick,children s toys,2,
brick,tap,1,
brick,anchoring tent tarp,1.5,
brick,award,2,
brick,hammer into gravel,2,
brick,street art,2,
brick,mobile stand,2,
brick,part phone,1.4,
brick,pan holder,2,
brick,water hose guide,3,
brick,knife,1.4,
