"VF-response_id","participant_fk","stimulus_fk","starttime","endtime","response"
"45500","2793","1","1612975151343","1612975153819","spin"
"45501","2793","1","1612975153819","1612975160198","kraai"
"45502","2793","1","1612975160198","1612975161747","mus"
"45503","2793","1","1612975161747","1612975163039","meeuw"
"45504","2793","1","1612975163039","1612975164528","duif"
"45505","2793","1","1612975164528","1612975166872","gier"
"45506","2793","1","1612975166872","1612975175112","rode panda"
"45507","2793","1","1612975175112","1612975176502","panda"
"45508","2793","1","1612975176502","1612975178638","eekhoorn"
"45509","2793","1","1612975178638","1612975180049","slang"
"45510","2793","1","1612975180049","1612975188717","duizendpoot"
"45511","2793","1","1612975188717","1612975193353","krokodil"
"45512","2793","1","1612975193353","1612975199127","leeuw"
"45513","2793","1","1612975199127","1612975200605","tijger"
"45514","2793","1","1612975200605","1612975202135","orca"
"45515","2793","1","1612975202135","1612975203898","haai"
"45516","2793","1","1612975203898","1612975212893","dolfijn"
"45517","2793","1","1612975212893","1612975223148","ijsbeer"
"45518","2793","1","1612975223148","1612975225845","bruine beer"
"45519","2793","1","1612975225845","1612975230331","olifant"
"45520","2793","1","1612975230331","1612975234033","stokstaartje"
"45521","2793","1","1612975234033","1612975239194","kever"
"45522","2793","1","1612975239194","1612975241232","vlinder"
"45523","2793","1","1612975241232","1612975245404","uil"
"45524","2794","1","1612976579749","1612976590565","vissen"
"45525","2794","1","1612976590565","1612976593630","dolfijnen"
"45526","2794","1","1612976593630","1612976597992","vlinders"
"45527","2794","1","1612976597992","1612976602146","vlieg"
"45528","2794","1","1612976602146","1612976605991","krokodil"
"45529","2794","1","1612976605991","1612976608853","kangaroo"
"45530","2794","1","1612976608853","1612976611736","spin"
"45531","2794","1","1612976611736","1612976616159","zilvervisje"
"45532","2794","1","1612976616159","1612976619713","schildpad"
"45533","2794","1","1612976619713","1612976622583","eend"
"45534","2794","1","1612976622583","1612976628161","gans"
"45535","2794","1","1612976628161","1612976630934","buffalo"
"45536","2794","1","1612976630934","1612976633720","olifant"
"45537","2794","1","1612976633720","1612976636075","giraffe"
"45538","2794","1","1612976636075","1612976638023","tijger"
"45539","2794","1","1612976638023","1612976640316","poema"
"45540","2794","1","1612976640316","1612976642494","leeuw"
"45541","2794","1","1612976642494","1612976651168","vogel"
"45542","2794","1","1612976651168","1612976654068","uil"
"45543","2794","1","1612976654068","1612976658409","zeester"
"45544","2794","1","1612976658409","1612976664050","zee komkommer"
"45545","2794","1","1612976664050","1612976669924","krab"
"45546","2794","1","1612976669924","1612976677104","ooievaar"
"45547","2794","1","1612976677104","1612976681652","vleermuis"
"45548","2794","1","1612976681652","1612976684659","hamster"
"45549","2794","1","1612976684659","1612976686360","kat"
"45550","2794","1","1612976686360","1612976688119","hond"
"45551","2794","1","1612976688119","1612976691085","konijn"
"45552","2795","1","1612985814542","1612985818261","hond"
"45553","2795","1","1612985818261","1612985819277","kat"
"45554","2795","1","1612985819277","1612985821829","luipaard"
"45555","2795","1","1612985821829","1612985824717","slak"
"45556","2795","1","1612985824717","1612985829533","wolf"
"45557","2795","1","1612985829533","1612985831269","hert"
"45558","2795","1","1612985831269","1612985833077","beer"
"45559","2795","1","1612985833077","1612985835213","vis"
"45560","2795","1","1612985835213","1612985836829","haai"
"45561","2795","1","1612985836829","1612985839885","walvis"
"45562","2795","1","1612985839885","1612985843061","vlieg"
"45563","2795","1","1612985843061","1612985844644","mug"
"45564","2795","1","1612985844644","1612985846476","spin"
"45565","2795","1","1612985846476","1612985858356","leeuw"
"45566","2795","1","1612985858356","1612985859676","tijger"
"45567","2795","1","1612985859676","1612985862596","kakkerlak"
"45568","2795","1","1612985862596","1612985865988","kever"
"45569","2795","1","1612985865988","1612985868748","gnoe"
"45570","2795","1","1612985868748","1612985871940","koe"
"45571","2795","1","1612985871940","1612985874044","varken"
"45572","2795","1","1612985874044","1612985875252","schaap"
"45573","2795","1","1612985875252","1612985879956","eend"
"45574","2795","1","1612985879956","1612985883932","meerkoet"
"45575","2795","1","1612985883932","1612985887972","kip"
"45576","2795","1","1612985887972","1612985891508","geit"
"45577","2795","1","1612985891508","1612985895619","hamster"
"45578","2795","1","1612985895619","1612985900020","konijn "
"45579","2795","1","1612985900020","1612985917675","krekel"
"45580","2795","1","1612985917675","1612985924115","orka"
"45581","2795","1","1612985924115","1612985925763","otter"
"45582","2795","1","1612985925763","1612985934211","krokodil"
"45583","2796","1","1612993817214","1612993828418","Vos"
"45584","2796","1","1612993828418","1612993831538","paatd"
"45585","2796","1","1612993831538","1612993834248","vis"
"45586","2796","1","1612993834248","1612993838999","eekhoorn"
"45587","2796","1","1612993838999","1612993843252","dolfijn"
"45588","2796","1","1612993843252","1612993849387","duif"
"45589","2796","1","1612993849387","1612993851870","kraai"
"45590","2796","1","1612993851870","1612993855203","pinguin"
"45591","2796","1","1612993855203","1612993859868","langpootspin"
"45592","2796","1","1612993859868","1612993867737","hond"
"45593","2796","1","1612993867737","1612993869650","kat"
"45594","2796","1","1612993869650","1612993871999","konijn"
"45595","2796","1","1612993871999","1612993874252","ezel"
"45596","2796","1","1612993874252","1612993880134","kever"
"45597","2796","1","1612993880134","1612993882837","kakkerlak"
"45598","2796","1","1612993882837","1612993888370","krab"
"45599","2796","1","1612993888370","1612993894356","zeepaard"
"45600","2796","1","1612993894356","1612993901306","t-rex"
"45601","2796","1","1612993901306","1612993905924","kip"
"45602","2796","1","1612993905924","1612993907641","haan"
"45603","2796","1","1612993907641","1612993909940","geit"
"45604","2796","1","1612993909940","1612993924046","mier"
"45605","2796","1","1612993924046","1612993927627","tijger"
"45606","2796","1","1612993927627","1612993929708","eeuw"
"45607","2796","1","1612993929708","1612993933810","kangaroo"
"45608","2797","1","1612995555142","1612995610801","kip"
"45609","2797","1","1612995610801","1612995625545","walvis"
"45610","2797","1","1612995625545","1612995630180","bij"
"45611","2797","1","1612995630180","1612995635043","olifant"
"45612","2797","1","1612995635043","1612995640665","konijn"
"45613","2797","1","1612995640665","1612995646475","kikker"
"45614","2797","1","1612995646475","1612995651397","slak"
"45615","2797","1","1612995651397","1612995661357","varken"
"45616","2797","1","1612995661357","1612995667445","aap"
"45617","2797","1","1612995667445","1612995671893","hond"
"45618","2800","1","1613043165924","1613043168725","aap"
"45619","2800","1","1613043168725","1613043170001","kat"
"45620","2800","1","1613043170001","1613043172555","leeuw"
"45621","2800","1","1613043172555","1613043173751","hond"
"45622","2800","1","1613043173751","1613043175580","tijger"
"45623","2800","1","1613043175580","1613043179212","rat"
"45624","2800","1","1613043179212","1613043183438","cavia"
"45625","2800","1","1613043183438","1613043184856","kou"
"45626","2800","1","1613043184856","1613043188794","chimpanzee"
"45627","2800","1","1613043188794","1613043192660","gorrila"
"45628","2800","1","1613043192660","1613043197087","slang"
"45629","2800","1","1613043197087","1613043198496","tijger"
"45630","2800","1","1613043198496","1613043203629","hert"
"45631","2800","1","1613043203629","1613043205718","muis"
"45632","2800","1","1613043205718","1613043208506","kikker"
"45633","2800","1","1613043208506","1613043210943","vogel"
"45634","2800","1","1613043210943","1613043213227","arend"
"45635","2800","1","1613043213227","1613043221830","camel"
"45636","2800","1","1613043221830","1613043226421","zebra"
"45637","2800","1","1613043226421","1613043232237","mus"
"45638","2800","1","1613043232237","1613043237815","worm"
"45639","2800","1","1613043237815","1613043240096","vlieg"
"45640","2800","1","1613043240096","1613043241392","mug"
"45641","2800","1","1613043241392","1613043250270","kangaroo"
"45642","2800","1","1613043250270","1613043252885","koala"
"45643","2800","1","1613043252885","1613043259121","cameleon"
"45644","2800","1","1613043259121","1613043267970","vis"
"45645","2800","1","1613043267970","1613043269528","haai"
"45646","2800","1","1613043269528","1613043271431","orka"
"45647","2800","1","1613043271431","1613043274954","dolfijn"
"45648","2802","1","1613055710173","1613055716971","kangaroe"
"45649","2802","1","1613055716971","1613055718875","kat"
"45650","2802","1","1613055718875","1613055720849","hod"
"45651","2802","1","1613055720849","1613055722796","hond"
"45652","2802","1","1613055722796","1613055726927","spin"
"45653","2802","1","1613055726927","1613055728301","egel"
"45654","2802","1","1613055728301","1613055732889","leguaan"
"45655","2802","1","1613055732889","1613055734806","kameel"
"45656","2802","1","1613055734806","1613055736363","tijder"
"45657","2802","1","1613055736363","1613055737582","leeuw"
"45658","2802","1","1613055737582","1613055740219","sprinkhaan"
"45659","2802","1","1613055740219","1613055741351","mug"
"45660","2802","1","1613055741351","1613055742369","bij"
"45661","2802","1","1613055742369","1613055743482","wesp"
"45662","2802","1","1613055743482","1613055747061","kakkerlak"
"45663","2802","1","1613055747061","1613055748290","aap"
"45664","2802","1","1613055748290","1613055749483","koe"
"45665","2802","1","1613055749483","1613055750797","schaap"
"45666","2802","1","1613055750797","1613055753989","varken"
"45667","2802","1","1613055753989","1613055755113","kip"
"45668","2802","1","1613055755113","1613055758911","vis"
"45669","2802","1","1613055758911","1613055760535","walvis"
"45670","2802","1","1613055760535","1613055762145","orka"
"45671","2802","1","1613055762145","1613055764026","dolfijn"
"45672","2802","1","1613055764026","1613055766569","zeepaardje"
"45673","2802","1","1613055766569","1613055769503","kalkoen"
"45674","2802","1","1613055769503","1613055773346","haai"
"45675","2802","1","1613055773346","1613055775682","tonijn"
"45676","2802","1","1613055775682","1613055780098","kikker"
"45677","2802","1","1613055780098","1613055781556","pad"
"45678","2802","1","1613055781556","1613055784131","kreeft"
"45679","2802","1","1613055784131","1613055786962","hommel"
"45680","2802","1","1613055786962","1613055790095","valk"
"45681","2802","1","1613055790095","1613055794694","havik"
"45682","2802","1","1613055794694","1613055799925","adelaar"
"45683","2802","1","1613055799925","1613055809143","meeuw"
"45684","2802","1","1613055809143","1613055810229","duif"
"45685","2802","1","1613055810229","1613055811684","rat"
"45686","2802","1","1613055811684","1613055812588","muis"
"45687","2802","1","1613055812588","1613055818146","cavia"
"45688","2802","1","1613055818146","1613055819485","hamster"
"45689","2802","1","1613055819485","1613055823070","bever"
"45690","2802","1","1613055823070","1613055829752","stokstaartje"
"45691","2805","1","1613072042912","1613072078939","aap hond kat cavia konijn paard koe eend geit kip olifant giraffe stokstaartje "
"45692","2805","1","1613072078939","1613072093079","zeeleeuw"
"45693","2805","1","1613072093079","1613072094487","dolfijn"
"45694","2805","1","1613072094487","1613072100847","pinguin"
"45695","2805","1","1613072100847","1613072102561","kangaroe"
"45696","2805","1","1613072102561","1613072106158","neushoorn"
"45697","2805","1","1613072106158","1613072110692","spin"
"45698","2805","1","1613072110692","1613072115198","leguaan"
"45699","2805","1","1613072115198","1613072117342","krokodil"
"45700","2805","1","1613072117342","1613072119206","kikker"
"45701","2805","1","1613072119206","1613072120793","salamander"
"45702","2805","1","1613072120793","1613072126971","kameleon"
"45703","2805","1","1613072126971","1613072132374","aligator"
"45704","2805","1","1613072132374","1613072142244","mier"
"45705","2805","1","1613072142244","1613072145157","vlieg"
"45706","2805","1","1613072145157","1613072148641","bij"
"45707","2805","1","1613072148641","1613072149486","mug"
"45708","2805","1","1613072149486","1613072160505","varken"
"45709","2806","1","1613077599942","1613077656004","hond, kat, vogel, ezel, paard, neushoorn, giraffe, egel, mier, bij, vlinder, hommel, walvis, dolfijn"
"45710","2808","1","1613126362445","1613126390059","hond, moew"
"45711","2808","1","1613126390059","1613126400791","vogel"
"45712","2808","1","1613126400791","1613126429290","kikker"
"45713","2808","1","1613126429290","1613126441206","ooievaar"
"45714","2808","1","1613126441206","1613126449219","adelaar"
"45715","2808","1","1613126449219","1613126457836","kip"
"45716","2808","1","1613126457836","1613126468950","kat"
"45717","2808","1","1613126468950","1613126476906","aap"
"45718","2810","1","1613128276477","1613128278907","hond"
"45719","2810","1","1613128278907","1613128280379","kat"
"45720","2810","1","1613128280379","1613128285467","rendier"
"45721","2810","1","1613128285467","1613128287546","tijger"
"45722","2810","1","1613128287546","1613128289675","olifant"
"45723","2810","1","1613128289675","1613128296491","konijn"
"45724","2810","1","1613128296491","1613128299644","leeuw"
"45725","2810","1","1613128299644","1613128301979","leopard"
"45726","2810","1","1613128301979","1613128311051","nijlpaard"
"45727","2810","1","1613128311051","1613128312699","paard"
"45728","2810","1","1613128312699","1613128315595","koe"
"45729","2810","1","1613128315595","1613128317835","varken"
"45730","2810","1","1613128317835","1613128320635","kip"
"45731","2810","1","1613128320635","1613128324539","pinguin"
"45732","2810","1","1613128324539","1613128332331","kanarie"
"45733","2810","1","1613128332331","1613128335803","duif"
"45734","2810","1","1613128335803","1613128340795","kangeroo"
"45735","2810","1","1613128340795","1613128343787","panda"
"45736","2810","1","1613128343787","1613128365836","quaka"
"45737","2810","1","1613128365836","1613128391195","slang"
"45738","2813","1","1613134305131","1613134309372","egel"
"45739","2813","1","1613134309372","1613134311712","kip"
"45740","2813","1","1613134311712","1613134314951","vogel"
"45741","2813","1","1613134314951","1613134317817","olifant"
"45742","2813","1","1613134317817","1613134322669","eend"
"45743","2813","1","1613134322669","1613134324652","konijn"
"45744","2813","1","1613134324652","1613134326140","hamster"
"45745","2813","1","1613134326140","1613134327466","hond"
"45746","2813","1","1613134327466","1613134329643","kat"
"45747","2813","1","1613134329643","1613134331973","poes"
"45748","2813","1","1613134331973","1613134341036","neushoorn"
"45749","2813","1","1613134341036","1613134343162","giraf"
"45750","2813","1","1613134343162","1613134347258","kever"
"45751","2813","1","1613134347258","1613134348343","mier"
"45752","2813","1","1613134348343","1613134351928","cavia"
"45753","2813","1","1613134351928","1613134358409","pinguin"
"45754","2813","1","1613134358409","1613134362239","parkiet"
"45755","2813","1","1613134362239","1613134368639","arend"
"45756","2813","1","1613134368639","1613134370473","zeehond"
"45757","2813","1","1613134370473","1613134371589","vis"
"45758","2813","1","1613134371589","1613134373896","dolfijn"
"45759","2813","1","1613134373896","1613134385986","walvis"
"45760","2813","1","1613134385986","1613134389439","plankton"
"45761","2813","1","1613134389439","1613134391999","vos"
"45762","2813","1","1613134391999","1613134393214","wolf"
"45763","2813","1","1613134393214","1613134395605","geit"
"45764","2813","1","1613134395605","1613134396678","koe"
"45765","2813","1","1613134396678","1613134398036","paard"
"45766","2813","1","1613134398036","1613134405926","hen"
"45767","2813","1","1613134405926","1613134415533","miereneter"
"45768","2814","1","1613143496300","1613143504833","konijn"
"45769","2814","1","1613143504833","1613143505788","kip"
"45770","2814","1","1613143505788","1613143507571","hond"
"45771","2814","1","1613143507571","1613143508611","kat"
"45772","2814","1","1613143508611","1613143509625","giraf"
"45773","2814","1","1613143509625","1613143510834","zebra"
"45774","2814","1","1613143510834","1613143512197","nijlpaard"
"45775","2814","1","1613143512197","1613143514880","vink"
"45776","2814","1","1613143514880","1613143516249","roodborst"
"45777","2814","1","1613143516249","1613143519997","koolmees"
"45778","2814","1","1613143519997","1613143521478","zwaan"
"45779","2814","1","1613143521478","1613143522610","gans"
"45780","2814","1","1613143522610","1613143526483","neushoorn"
"45781","2814","1","1613143526483","1613143529478","stokstaartje"
"45782","2814","1","1613143529478","1613143530984","toekan"
"45783","2814","1","1613143530984","1613143535281","varken"
"45784","2814","1","1613143535281","1613143535719","koe"
"45785","2814","1","1613143535719","1613143537526","paard"
"45786","2814","1","1613143537526","1613143538122","ezel"
"45787","2814","1","1613143538122","1613143545584","wombat"
"45788","2814","1","1613143545584","1613143546648","kangaroe"
"45789","2814","1","1613143546648","1613143550845","vogelbekdier"
"45790","2814","1","1613143550845","1613143554684","gnoe"
"45791","2814","1","1613143554684","1613143557161","antilope"
"45792","2814","1","1613143557161","1613143559379","worm"
"45793","2814","1","1613143559379","1613143561036","mier"
"45794","2814","1","1613143561036","1613143562467","keber"
"45795","2814","1","1613143562467","1613143566814","beer"
"45796","2814","1","1613143566814","1613143568935","ijsbeer"
"45797","2814","1","1613143568935","1613143572551","hert"
"45798","2814","1","1613143572551","1613143576294","egel"
"45799","2814","1","1613143576294","1613143580921","vleesmuis"
"45800","2814","1","1613143580921","1613143582952","muis"
"45801","2814","1","1613143582952","1613143589933","vlieg"
"45802","2814","1","1613143589933","1613143591286","mug"
"45803","2814","1","1613143591286","1613143593841","olifant"
"45804","2814","1","1613143593841","1613143607119","gordeldier"
"45805","2814","1","1613143607119","1613143615768","hamster"
"45806","2815","1","1613155158845","1613155165387","aap"
"45807","2815","1","1613155165387","1613155168817","mensen"
"45808","2815","1","1613155168817","1613155171706","zoogdieren"
"45809","2815","1","1613155171706","1613155173735","vogels"
"45810","2815","1","1613155173735","1613155177659","vissen"
"45811","2815","1","1613155177659","1613155182437","insecten"
"45812","2815","1","1613155182437","1613155186601","pinguin"
"45813","2815","1","1613155186601","1613155188920","gorilla"
"45814","2815","1","1613155188920","1613155191190","kangoeroe"
"45815","2815","1","1613155191190","1613155192672","koala"
"45816","2815","1","1613155192672","1613155198211","evolutie"
"45817","2815","1","1613155198211","1613155200732","schildpad"
"45818","2815","1","1613155200732","1613155202378","darwin"
"45819","2815","1","1613155202378","1613155206461","haas"
"45820","2815","1","1613155206461","1613155208288","konijn"
"45821","2815","1","1613155208288","1613155209995","mier"
"45822","2815","1","1613155209995","1613155212946","sprinkhaan"
"45823","2815","1","1613155212946","1613155218975","amfibie"
"45824","2815","1","1613155218975","1613155223043","leguaan"
"45825","2815","1","1613155223043","1613155224350","kikker"
"45826","2815","1","1613155224350","1613155227901","duif"
"45827","2815","1","1613155227901","1613155229893","rat"
"45828","2815","1","1613155229893","1613155230997","muis"
"45829","2815","1","1613155230997","1613155235318","meeuw"
"45830","2815","1","1613155235318","1613155242399","oerangoetang"
"45831","2815","1","1613155242399","1613155247103","wombat"
"45832","2815","1","1613155247103","1613155258805","zeehond"
"45833","2815","1","1613155258805","1613155261258","zeedieren"
"45834","2815","1","1613155261258","1613155264777","landdieren"
"45835","2816","1","1613209447215","1613209453323","Hond"
"45836","2816","1","1613209453323","1613209455209","kat"
"45837","2816","1","1613209455209","1613209457437","koe"
"45838","2816","1","1613209457437","1613209458779","schaap"
"45839","2816","1","1613209458779","1613209461197","olifant"
"45840","2816","1","1613209461197","1613209464181","giraffe"
"45841","2816","1","1613209464181","1613209466118","zebra"
"45842","2816","1","1613209466118","1613209468572","geit"
"45843","2816","1","1613209468572","1613209470035","varken"
"45844","2816","1","1613209470035","1613209473058","vis"
"45845","2816","1","1613209473058","1613209475504","hamster"
"45846","2816","1","1613209475504","1613209476618","cavia"
"45847","2816","1","1613209476618","1613209477990","muis"
"45848","2816","1","1613209477990","1613209479026","rat"
"45849","2816","1","1613209479026","1613209483899","beer"
"45850","2816","1","1613209483899","1613209485228","panda"
"45851","2816","1","1613209485228","1613209487208","kangaroe"
"45852","2816","1","1613209487208","1613209490607","koala"
"45853","2816","1","1613209490607","1613209502249","vogel"
"45854","2816","1","1613209502249","1613209503948","duif"
"45855","2816","1","1613209503948","1613209506009","kraai"
"45856","2816","1","1613209506009","1613209507909","papegaai"
"45857","2816","1","1613209507909","1613209511536","wolf"
"45858","2816","1","1613209511536","1613209518668","vos"
"45859","2816","1","1613209518668","1613209520224","kip"
"45860","2816","1","1613209520224","1613209523223","gans"
"45861","2816","1","1613209523223","1613209532152","zwijn"
"45862","2816","1","1613209532152","1613209540140","oerangoetang"
"45863","2816","1","1613209540140","1613209541207","aap"
"45864","2816","1","1613209541207","1613209543684","chimpanzee"
"45865","2816","1","1613209543684","1613209550286","slang"
"45866","2816","1","1613209550286","1613209554622","regenworm"
"45867","2817","1","1613225214273","1613225225402","hond"
"45868","2817","1","1613225225402","1613225228912","kat"
"45869","2817","1","1613225228912","1613225234985","paard"
"45870","2817","1","1613225234985","1613225237568","mier"
"45871","2817","1","1613225237568","1613225240825","vogel"
"45872","2817","1","1613225240825","1613225242920","kameel"
"45873","2817","1","1613225242920","1613225245457","hyena"
"45874","2817","1","1613225245457","1613225247776","leeuw"
"45875","2817","1","1613225247776","1613225251593","tijger"
"45876","2817","1","1613225251593","1613225252657","aap"
"45877","2817","1","1613225252657","1613225257297","zebra"
"45878","2817","1","1613225257297","1613225261312","zeeleeuw"
"45879","2817","1","1613225261312","1613225268593","kever"
"45880","2817","1","1613225268593","1613225277056","olifant"
"45881","2817","1","1613225277056","1613225283513","giraffe"
"45882","2817","1","1613225283513","1613225286440","krokodil"
"45883","2817","1","1613225286440","1613225287800","slang"
"45884","2817","1","1613225287800","1613225290585","tapir"
"45885","2817","1","1613225290585","1613225294464","nijlpaard"
"45886","2817","1","1613225294464","1613225301928","vis"
"45887","2817","1","1613225301928","1613225307648","zeepaard"
"45888","2817","1","1613225307648","1613225317680","hamster"
"45889","2817","1","1613225317680","1613225324704","papegaai"
"45890","2818","1","1613227437646","1613227442509","olifant"
"45891","2818","1","1613227442509","1613227445697","giraffe"
"45892","2818","1","1613227445697","1613227446698","egel"
"45893","2818","1","1613227446698","1613227448788","kat"
"45894","2818","1","1613227448788","1613227452487","hond"
"45895","2818","1","1613227452487","1613227455084","gordeldier"
"45896","2818","1","1613227455084","1613227457170","kraai"
"45897","2818","1","1613227457170","1613227460144","dolfijn"
"45898","2818","1","1613227460144","1613227463404","walvis"
"45899","2818","1","1613227463404","1613227465077","orca"
"45900","2818","1","1613227465077","1613227469513","zwaardvis"
"45901","2818","1","1613227469513","1613227472731","tijger"
"45902","2818","1","1613227472731","1613227474190","leeuw"
"45903","2818","1","1613227474190","1613227478689","struisvogel"
"45904","2818","1","1613227478689","1613227483316","oerangoetang"
"45905","2818","1","1613227483316","1613227490978","hamster"
"45906","2818","1","1613227490978","1613227497316","krokodil"
"45907","2818","1","1613227497316","1613227507549","hagedis"
"45908","2818","1","1613227507549","1613227514711","zebra"
"45909","2818","1","1613227514711","1613227517019","aap"
"45910","2818","1","1613227517019","1613227527651","roodborstje"
"45911","2818","1","1613227527651","1613227533647","mens"
"45912","2818","1","1613227533647","1613227542655","platworm"
"45913","2818","1","1613227542655","1613227547849","rondworm"
"45914","2818","1","1613227547849","1613227550388","mieren"
"45915","2818","1","1613227550388","1613227554228","vlieg"
"45916","2819","1","1613252082277","1613252085341","hond"
"45917","2819","1","1613252085341","1613252086324","kat"
"45918","2819","1","1613252086324","1613252089474","muis"
"45919","2819","1","1613252089474","1613252090428","rat"
"45920","2819","1","1613252090428","1613252092797","olifant"
"45921","2819","1","1613252092797","1613252094161","spin"
"45922","2819","1","1613252094161","1613252096893","mier"
"45923","2819","1","1613252096893","1613252099104","vogel"
"45924","2819","1","1613252099104","1613252101389","dolfijn"
"45925","2819","1","1613252101389","1613252106848","slang"
"45926","2819","1","1613252106848","1613252109272","vis"
"45927","2819","1","1613252109272","1613252111576","walvis"
"45928","2819","1","1613252111576","1613252116238","neushoorn"
"45929","2819","1","1613252116238","1613252130051","sprinkhaan"
"45930","2819","1","1613252130051","1613252130753","bat"
"45931","2819","1","1613252130753","1613252138616","kalf"
"45932","2819","1","1613252138616","1613252139280","koe"
"45933","2819","1","1613252139280","1613252140543","varken"
"45934","2819","1","1613252140543","1613252141417","kip"
"45935","2819","1","1613252141417","1613252146830","aap"
"45936","2819","1","1613252146830","1613252163307","giraffe"
"45937","2819","1","1613252163307","1613252194396","egel"
"45938","2820","1","1613310894088","1613310897435","beer"
"45939","2820","1","1613310897435","1613310898576","hond"
"45940","2820","1","1613310898576","1613310901346","poes"
"45941","2820","1","1613310901346","1613310902220","kat"
"45942","2820","1","1613310902220","1613310906040","panther"
"45943","2820","1","1613310906040","1613310907167","tijger"
"45944","2820","1","1613310907167","1613310907908","leeuw"
"45945","2820","1","1613310907908","1613310909480","schildpad"
"45946","2820","1","1613310909480","1613310912098","hamster"
"45947","2820","1","1613310912098","1613310914217","kcavia"
"45948","2820","1","1613310914217","1613310916628","cavia"
"45949","2820","1","1613310916628","1613310917741","konijn"
"45950","2820","1","1613310917741","1613310920437","paard"
"45951","2820","1","1613310920437","1613310923201","ezel"
"45952","2820","1","1613310923201","1613310924389","kameel"
"45953","2820","1","1613310924389","1613310926271","dromedaris"
"45954","2820","1","1613310926271","1613310930698","kameleon"
"45955","2820","1","1613310930698","1613310933907","salamander"
"45956","2820","1","1613310933907","1613310934586","slang"
"45957","2820","1","1613310934586","1613310942165","armadillo"
"45958","2820","1","1613310942165","1613310943864","walvis"
"45959","2820","1","1613310943864","1613310945845","vis"
"45960","2820","1","1613310945845","1613310947762","dolfijn"
"45961","2820","1","1613310947762","1613310951245","baars"
"45962","2820","1","1613310951245","1613310952824","snoek"
"45963","2820","1","1613310952824","1613310954299","karper"
"45964","2820","1","1613310954299","1613310959360","meerval"
"45965","2820","1","1613310959360","1613310964886","vogel"
"45966","2820","1","1613310964886","1613310969496","aap"
"45967","2820","1","1613310969496","1613310973746","cheetah"
"45968","2820","1","1613310973746","1613310976272","jaguar"
"45969","2820","1","1613310976272","1613310979126","luipaard"
"45970","2820","1","1613310979126","1613310981546","jachtluipaard"
"45971","2820","1","1613310981546","1613310985692","os"
"45972","2820","1","1613310985692","1613310988752","uil"
"45973","2820","1","1613310988752","1613310992233","bok"
"45974","2820","1","1613310992233","1613310992885","ram"
"45975","2820","1","1613310992885","1613310995882","steenbok"
"45976","2820","1","1613310995882","1613310999054","mamoet"
"45977","2820","1","1613310999054","1613311005590","me zusje"
"45978","2821","1","1613383736808","1613383799391","leeuw, hond, kat, muis, ooievaar, olifant, tijger, paard, ezel, krokodil, vis, haai, vogel, lepelaar"
"45979","2821","1","1613383799391","1613383809484","dolfijn"
"45980","2821","1","1613383809484","1613383821822","dinosaurus"
"45981","2821","1","1613383821822","1613383828682","giraffe"
"45982","2821","1","1613383828682","1613383837584","antilope"
"45983","2821","1","1613383837584","1613383843477","luipaard"
"45984","2821","1","1613383843477","1613383846804","gnoe"
"45985","2821","1","1613383846804","1613383850547","bizon"
"45986","2822","1","1613395205808","1613395222920","vis"
"45987","2822","1","1613395222920","1613395224621","kat"
"45988","2822","1","1613395224621","1613395225857","hond"
"45989","2822","1","1613395225857","1613395227473","giraf"
"45990","2822","1","1613395227473","1613395230529","leeuw"
"45991","2822","1","1613395230529","1613395232674","tijger"
"45992","2822","1","1613395232674","1613395234055","meeuw"
"45993","2822","1","1613395234055","1613395235910","vogels"
"45994","2822","1","1613395235910","1613395239759","nijlpaard"
"45995","2822","1","1613395239759","1613395250329","kameel "
"45996","2822","1","1613395250329","1613395253039","kameleon"
"45997","2822","1","1613395253039","1613395255209","cavia"
"45998","2822","1","1613395255209","1613395256981","konijn"
"45999","2822","1","1613395256981","1613395259942","hamster"
"46000","2822","1","1613395259942","1613395261044","rat"
"46001","2822","1","1613395261044","1613395262580","mijs"
"46002","2822","1","1613395262580","1613395281214","stokstaartje"
"46003","2822","1","1613395281214","1613395302469","hyena"
"46004","2822","1","1613395302469","1613395304188","lama"
"46005","2822","1","1613395304188","1613395305482","alpaca"
"46006","2823","1","1613397108563","1613397111439","Cat"
"46007","2823","1","1613397111439","1613397113660","Dog"
"46008","2823","1","1613397113660","1613397115677","Pet"
"46009","2823","1","1613397115677","1613397118410","Cow"
"46010","2823","1","1613397118410","1613397120816","Lion"
"46011","2823","1","1613397120816","1613397122573","Cheetah"
"46012","2823","1","1613397122573","1613397126414","Elephant"
"46013","2823","1","1613397126414","1613397127671","Vet"
"46014","2823","1","1613397127671","1613397131026","Turtle"
"46015","2823","1","1613397131026","1613397137685","Stray"
"46016","2823","1","1613397137685","1613397142689","Duck"
"46017","2823","1","1613397142689","1613397145014","Chicken"
"46018","2823","1","1613397145014","1613397146597","Fish"
"46019","2823","1","1613397146597","1613397154161","Giraffe"
"46020","2823","1","1613397154161","1613397157171","Goat"
"46021","2823","1","1613397157171","1613397159244","Sheep"
"46022","2823","1","1613397159244","1613397163446","Snake"
"46023","2823","1","1613397163446","1613397165004","Frog"
"46024","2823","1","1613397165004","1613397174100","Leopard"
"46025","2823","1","1613397174100","1613397176762","Tiger"
"46026","2823","1","1613397176762","1613397178269","Bear"
"46027","2823","1","1613397178269","1613397179945","Donkey"
